NUMBER,Genus,SPECIES$,SUBSPECIES$,MORPHOTYPE$,HERBARIUM$,COLLECTOR$,COLNUMBER,COUNTRY$,LATITUDE,DLATITUDE,LONGITUDE,DLONGITUDE,ELEVATION,PLHEIGHT,STEMDIAMETER,PETIOLE,RACHISLEN,RACHISWID,NODIVISIONS,BASPINLEN,BASPINWID,PEDBRACT,PEDUNCLEWID,RACHILLLEN,RACHILLWID,NORACHILLAE,STAMEN,FRUITLEN,FRUITDIAM,STEMS,RACHIS,CIRRUS,CIRRUSABAX,INTERS,FILIFORM,PINNABASE,SPINULES,INFLOS,PEDUNCBRACT,TOMENTUM,STAMENNO,FRUITSURF,FRCOROLLA,SPLITTING,ENDOCARPS
398,Desmoncus,chinantlensis,,,MO,Aguilar,703,Mexico,17.01,17.02,91.14,-91.24,12,,,,,,,,,,,,,,,,,,1,,,,2,2,1,,,,,,,,
9,Desmoncus,chinantlensis,,,NY,Balick,3275,Belize,15.52,15.86,88.55,-88.91,,,1.42,1.5,,9.1,,7.5,1,,,,,,,,,,1,1,2,1,2,2,1,,1,,,,,,
29,Desmoncus,chinantlensis,,,NY,Balick,1715,Honduras,15.5,15.83,85.5,-85.83,,10,,,,,,,,,,,,,,12.4,11.3,,1,,,,2,2,1,4,1,,,1,1,1,1
10,Desmoncus,chinantlensis,,,US,Balick,2201,Belize,18.14,18.23,88.25,-88.41,10,4,,,,,21,,,,,,,,,16.2,11.4,,1,,,,2,2,1,,,,,1,1,1,1
850,Desmoncus,chinantlensis,,,K,Balslev,8200,Mexico,18.17,18.28,89.01,-89.02,168,16,,3,,,35,,,69,,,,,,,,,1,1,2,1,2,2,1,,1,,,,,,
474,Desmoncus,chinantlensis,,,F,Bangham,368,Honduras,15.24,15.4,87.48,-87.8,,,,,,,,,,,7.8,,,,,18.6,14.3,,1,,,,2,2,1,,,,,1,1,1,1
504,Desmoncus,chinantlensis,,,MICH,Bartlett,12576,Guatemala,17.23,17.38,89.38,-89.63,,,2.96,2,,8.9,,24,2.2,28.5,5.4,10,1,42,,16.5,12.8,,1,1,2,1,2,2,1,4,1,,,1,1,1,1
505,Desmoncus,chinantlensis,,,MICH,Bartlett,12584,Guatemala,17.13,17.21,89.37,-89.61,,,,,,,,,,39.5,9.3,13.5,1,41,8,,,,1,1,2,1,2,2,1,4,1,2,2,,,,
6,Desmoncus,chinantlensis,,,NY,Contreras,976,Guatemala,17,17,89.42,-89.7,,,,,,,,,,,,,,,,13.8,10.8,,1,1,2,1,2,2,1,4,,,,1,1,1,1
7,Desmoncus,chinantlensis,,,NY,Contreras,868,Guatemala,17,17,89.42,-89.7,,,,3,,,,29,2,,5.3,14,0.9,,10,,,,1,,,,2,2,1,4,1,2,2,,,,
8,Desmoncus,chinantlensis,,,NY,Contreras,2581,Guatemala,16.59,16.98,90.38,-90.63,,,,2.5,,12.6,,25.5,1.5,,8.5,,,,,16.5,13.9,,1,1,2,1,2,2,1,4,1,,,1,1,1,1
5,Desmoncus,chinantlensis,,,US,Cook,53,Guatemala,15.27,15.46,89.47,-89.78,,,,4,,,,17.5,2,,7.8,16,1.1,,9,,,,1,1,2,1,2,2,1,4,1,2,2,,,,
11,Desmoncus,chinantlensis,,,US,Cook,11,Guatemala,15.24,15.4,89.4,-89.66,,,,,,,,,,,9.2,,,,,,,,1,1,2,1,2,2,1,4,1,,,,,,
324,Desmoncus,chinantlensis,,,US,Cook,97,Guatemala,15.27,15.46,89.47,-89.78,,,,1.5,96,5.7,19,,,,6.6,9,1.7,35,,,,,,1,2,1,2,2,1,4,,,,,,,
44,Desmoncus,chinantlensis,,,NY,Cowan,3378,Mexico,17.22,17.36,91.07,-91.11,,4.5,,,,,,,,,,,,,,15.4,11.8,,1,,,,2,2,1,4,1,,,1,1,1,1
400,Desmoncus,chinantlensis,,,MO,Croat,40249,Mexico,16.52,16.87,91.12,-91.2,360,,2.19,,,,,,,,6.3,,,,,16,13,,1,1,2,1,2,2,1,4,,,,1,1,1,1
402,Desmoncus,chinantlensis,,,MO,Croat,23338,Belize,16.4,16.67,89.01,-89.02,,,,,,,,,,,5.6,13,0.9,34,,,,,1,1,2,1,2,2,1,4,,,,,,,
404,Desmoncus,chinantlensis,,,MO,Croat,24746,Guatemala,17.02,17.03,89.41,-89.68,,,,,,,,,,,7.1,15,1.6,,,,,,1,1,2,1,2,2,1,4,,,,,,,
391,Desmoncus,chinantlensis,,,MO,Dwyer,10958,Belize,17.22,17.37,88.26,-88.44,,,,,,10.2,,,,,,,,,,14.4,11.7,,1,,,,2,2,1,,,,,1,1,1,1
403,Desmoncus,chinantlensis,,,MO,Dwyer,11352,Belize,17.09,17.15,88.41,-88.68,,3,,,,,,,,,5,13.8,1.2,38,,14.9,14,,1,,,,2,2,1,4,,,,1,1,1,1
390,Desmoncus,chinantlensis,,,MO,Evans,1702,Honduras,15.42,15.7,86.51,-86.85,160,,2.53,1.5,,7.3,,,,,,,,,,,,1,1,1,2,1,2,2,1,4,,,,,,,
503,Desmoncus,chinantlensis,,,MICH,Gentle,348,Belize,18.15,18.25,88.2,-88.33,,,2.82,2.5,,,,,,,5.3,12,1.1,,,12.8,10.4,,1,1,2,1,2,2,1,4,1,,,1,1,1,1
506,Desmoncus,chinantlensis,,,MICH,Gentle,2453,Belize,17.01,17.03,89.03,-89.06,,,2.86,,,,,,,28,,,,,9,,,,1,1,2,1,2,2,1,4,1,2,2,,,,
508,Desmoncus,chinantlensis,,,MICH,Gentle,528,Belize,18.15,18.25,88.2,-88.33,,,,,,,,,,,5.9,,,36,,12.6,12.2,,1,1,2,1,2,2,1,4,1,,,1,1,1,1
30,Desmoncus,chinantlensis,,,NY,Gentle,4750,Belize,18.23,18.38,88.24,-88.4,,,2.1,3,,10.7,,,,,,,,,9.5,,,,1,1,2,1,2,2,1,4,1,,2,,,,
407,Desmoncus,chinantlensis,,,MO,Gentry,8035,Belize,16.49,16.82,88.37,-88.62,,,,,,,,,,,,17,1.4,,,,,,1,1,2,1,2,2,1,4,,,,,,,
394,Desmoncus,chinantlensis,,,MO,Harmon,2543,Guatemala,16.51,16.86,89.51,-89.85,190,,,,,,,,,,5.9,,,,,14.7,15.2,,1,1,2,1,2,2,1,4,1,,,1,1,1,1
395,Desmoncus,chinantlensis,,,MO,Hernández,373,Mexico,16.55,16.91,94.4,-94.66,250,10,,,,15,,,,,,,,,,15,13.4,,1,,,,2,2,1,,,,,1,1,1,1
2,Desmoncus,chinantlensis,,,NY,Hernández,629,Mexico,18.06,18.1,95.53,-95.88,,,,,,,,,,40,,11.3,0.9,36,,,,,1,1,2,1,2,2,1,4,1,,,,,,
325,Desmoncus,chinantlensis,,,US,Liebmann,6596,Mexico,17.29,17.48,95.55,-95.91,,,,,,,,,,,7.1,,,,,,,,1,,,,2,2,1,4,,,,,,,
595,Desmoncus,chinantlensis,,,US,Liebmann,6956,Mexico,17.29,17.48,95.55,-95.91,,,,,,,,,,,7.4,,,,,,,,1,,,,2,2,1,,,,,,,,
502,Desmoncus,chinantlensis,,,MICH,Lundell,1555,Guatemala,,,,,,,2.76,0.5,,,,21,2,,7.3,10,0.9,28,,14.6,11.2,,1,1,2,1,2,2,1,4,1,2,,1,1,1,1
509,Desmoncus,chinantlensis,,,MICH,Lundell,3421,Guatemala,,,,,,,2.45,1.5,,,,,,,,,,,,12.1,11.2,,1,,,,2,2,1,4,1,,,1,1,1,1
511,Desmoncus,chinantlensis,,,MICH,Lundell,4750,Belize,18.23,18.38,88.24,-88.4,,,3.78,1.5,,,,,,29.5,,,,,9,,,,1,,,,2,2,1,4,1,2,2,,,,
512,Desmoncus,chinantlensis,,,MICH,Lundell,2646,Guatemala,16.46,16.78,90.07,-90.11,,,2.43,1,,12.4,,21.5,2,27.5,8.4,13,1.5,,9,,,,1,,,,2,2,1,4,1,2,2,,,,
4,Desmoncus,chinantlensis,,,NY,Lundell,16237,Guatemala,17.13,17.21,89.37,-89.61,,,,,,,,,,,,,,,,17.1,12.6,,1,1,2,1,2,2,1,4,,,,1,1,1,1
392,Desmoncus,chinantlensis,,,MO,Manriquez,2535,Mexico,18.35,18.58,95.06,-95.1,250,,,,,,,,,,,,,,,,,,1,1,2,1,2,2,1,,,,,,,,
393,Desmoncus,chinantlensis,,,MO,Manriquez,3482,Mexico,18.35,18.58,95.06,-95.1,250,,,1,,10.6,,29,2.2,,5.3,13.5,1.4,43,11,,,,1,1,2,1,2,2,1,4,,2,2,,,,
1,Desmoncus,chinantlensis,,,NY,Martínez,6344,Mexico,16.43,16.71,91.04,-91.06,350,,,,,,,,,26.5,5.8,11,0.9,43,,,,,1,,,,2,2,1,4,1,2,,,,,
851,Desmoncus,chinantlensis,,,BM,Martínez,27903,Mexico,17.59,17.98,89.22,-89.36,360,,,,,,,,,,,,,,,14.4,13.1,,1,,,,2,2,1,,,,,1,1,1,1
469,Desmoncus,chinantlensis,,,F,Matuda,3196,Mexico,18.18,18.3,93.03,-93.05,,,,,,,,,,,5.5,11,1.1,30,,15,10.3,,1,1,2,1,2,2,1,4,1,,,1,1,1,1
399,Desmoncus,chinantlensis,,,MO,Mendoza,2733,Mexico,18.14,18.23,96.24,-96.4,100,,,,,,,,,,,,,,,16.6,12.5,,1,,,,2,2,1,,,,,1,1,1,1
12,Desmoncus,chinantlensis,,,BH,Moore,8273,Guatemala,17.13,17.22,89.37,-89.62,,,2.52,2.5,128,10,24,17.5,1.8,,6.6,,,,,,,,1,1,2,1,2,2,1,4,,,,,,,
514,Desmoncus,chinantlensis,,,BH,Moore,6361,Mexico,18.09,18.15,94.25,-94.41,,,3.73,1,,14.1,,14,2,,7.6,,,,,,,,1,1,2,1,2,2,1,4,1,2,,,,,
568,Desmoncus,chinantlensis,,,MO,Moreno,24093,Nicaragua,13.03,13.05,84.58,-84.96,90,3,3.67,3.3,,10.3,,,,,11.1,,,,,17.1,14.6,,1,1,2,1,2,2,1,4,1,,,1,1,1,1
13,Desmoncus,chinantlensis,,,NY,Saunders,553,Honduras,15.54,15.9,85.58,-85.96,,,,,,,,,,35,7.6,,,,,13.5,11.7,,1,,,,2,,,4,1,,,1,1,1,1
513,Desmoncus,chinantlensis,,,BH,Siebert,2,Belize,16.48,16.8,88.36,-88.6,150,20,1.47,4.7,,,,,,,8.9,12,1,,,,,2,1,1,2,1,2,2,1,4,1,,,,,,
691,Desmoncus,chinantlensis,,,AAU,Sinaca,1230,Mexico,18.35,18.58,95.06,-95.1,200,,,,,,,,,,7.6,19,1.3,39,,,,,1,,,,2,2,1,4,1,2,,,,,
397,Desmoncus,chinantlensis,,,MO,Sousa,12040,Belize,18.19,18.32,88.29,-88.49,50,,,,,,,,,,,,,,,16.5,13,,,,,,,,,,,,,1,1,1,1
401,Desmoncus,chinantlensis,,,MO,Spellman,1882,Belize,17.14,17.23,88.47,-88.78,75,,2.19,3.5,,10.8,,,,,5.9,,,,,,,,1,1,2,1,2,2,1,4,1,,,1,1,1,1
470,Desmoncus,chinantlensis,,,F,Steyermark,45990,Guatemala,16.06,16.1,90.02,-90.05,87,,2.54,2,,11.2,,31,2.5,,8.1,,,,,15.3,12.5,,1,1,2,1,2,2,1,4,,,,1,1,1,1
471,Desmoncus,chinantlensis,,,F,Steyermark,49232,Guatemala,15.47,15.79,91.05,-91.08,,,,,,,,,,,,,,,,,,,1,1,2,1,2,2,1,,,,,,,,
472,Desmoncus,chinantlensis,,,F,Steyermark,38646,Guatemala,15.3,15.5,88.55,-88.91,,10,2.35,1,,,,,,,6.7,12,1.3,42,,,,1,1,1,2,1,2,2,1,4,,2,,,,,
473,Desmoncus,chinantlensis,,,F,Steyermark,44526,Guatemala,15.4,15.66,90.25,-90.41,,,2.47,3,,9.2,,,,,,,,,,,,,1,,,,2,2,1,,1,,,,,,
406,Desmoncus,chinantlensis,,,MO,Sutton,68,Belize,16.47,16.79,88.56,-88.94,550,6,2.18,4,,,,,,,5.8,,,,,16.5,16.2,,1,1,2,1,2,2,1,4,,,,1,1,1,1
507,Desmoncus,chinantlensis,,,MICH,Taylor,24,Guatemala,16.59,16.98,89.54,-89.9,200,2.5,1.72,1,,,,,,,,,,,,,,,1,1,2,1,2,2,1,4,,,,,,,
396,Desmoncus,chinantlensis,,,MO,Wendt,5776,Mexico,17.12,17.2,94.38,-94.63,200,,,2,100,,18,,,,,,,,,14.5,11.3,,1,,,,2,2,1,4,,,,1,1,1,1
468,Desmoncus,chinantlensis,,,F,Williams,9041,Mexico,18.08,18.15,94.25,-94.41,40,,,,,,,,,36.5,7.6,,,,,,,,1,1,2,1,2,2,1,4,1,,,,,,
15,Desmoncus,chinantlensis,,,NY,Yuncker,8809,Honduras,15.44,15.73,86.48,-86.8,,,,,,,,,,50,13.1,,,,,16.5,15.1,,1,1,2,1,2,,,4,1,,,1,1,1,1
16,Desmoncus,chinantlensis,,,NY,Yuncker,4612,Honduras,15.41,15.68,87.28,-87.46,,,,,,,,,,,,,,,,15.2,13.8,,,1,2,1,2,2,1,,,,,1,1,1,1
687,Desmoncus,cirrhifer,,,AAU,Barfod,60073,Ecuador,1.05,1.08,79,-79,50,,,,,,,18,4.7,,4.2,,,,,16.5,12.6,,2,2,4,,1,1,1,2,,,,1,1,1,1
292,Desmoncus,cirrhifer,,,NY,Beck,2272,Ecuador,1,1,78.33,-78.55,310,10,1.18,10.5,108,4,9,17,2.5,,,,,,,,,,2,2,4,,1,1,1,,,,,,,,
686,Desmoncus,cirrhifer,,,AAU,Borchsenius,285,Ecuador,0.38,-0.63,79.18,-79.3,700,6,,15,,6.2,,,5.2,,7.1,,,,,18.8,15.2,,2,2,4,,1,1,1,2,,,,1,1,1,1
380,Desmoncus,cirrhifer,,,MO,Clark,4223,Ecuador,0.15,0.25,79.48,-79.8,250,,,,,,,,,,,4,2,,,,,,2,2,4,,1,1,1,2,,,,,,,
332,Desmoncus,cirrhifer,,,US,Cook,142,Colombia,3.47,3.8,77.16,-77.28,,,,,,,,,,,,,,,,,,,2,,,,1,1,1,,,,,,,,
375,Desmoncus,cirrhifer,,,MO,Croat,16806,Panama,8.39,8.65,77.23,-77.38,,,,,,,,,,,,,,,,,,,2,2,4,,1,1,1,,,,,,,,
371,Desmoncus,cirrhifer,,,MO,de Nevers,4716,Panama,9.24,9.4,79.08,-79.13,80,,1.32,,,,,,,,,,,,,,,,2,2,4,,1,1,1,,,,,,,,
373,Desmoncus,cirrhifer,,,MO,Dodson,7190,Ecuador,0.37,-0.61,79.18,-79.3,600,,,,,,,,,,,,,,,,,,2,2,4,,1,1,1,,,,,,,,
3,Desmoncus,cirrhifer,,,BH,Dransfield,4861,Colombia,7.26,7.43,76.32,-76.53,100,5,2.66,10,117,6.1,15,21,2.5,,,,,,,,,2,2,2,4,,1,1,1,,,,,,,,
293,Desmoncus,cirrhifer,,,NY,Fonnegra,272,Colombia,7.15,7.25,75.05,-75.08,,,1.75,11.5,,5.8,,,,,,,,,,,,,2,,,,1,1,1,,,,,,,,
329,Desmoncus,cirrhifer,,,US,Fuchs,21833,Colombia,4.57,4.95,77.22,-77.36,8,20,1.82,,,8.1,,,,,6.4,,,,,14.3,9.8,,2,,,,1,1,1,2,,,,1,1,1,1
369,Desmoncus,cirrhifer,,,MO,Gentry,53392,Colombia,4.02,4.03,77.15,-77.25,1,,1.9,7.5,,5.6,8,20,,,3.3,,,19,,18.2,12.9,,2,2,4,,1,1,1,2,,,,1,1,1,1
381,Desmoncus,cirrhifer,,,MO,Gentry,53319,Colombia,4.02,4.03,77.22,-77.36,50,,,,,,,,,,,,,,,,,,2,2,4,,1,1,1,,,,,,,,
376,Desmoncus,cirrhifer,,,MO,Gentry,41015,Colombia,6.15,6.25,77.25,-77.41,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,Desmoncus,cirrhifer,,,MO,Gentry,47988,Colombia,3.55,3.91,77.02,-77.02,,,1.99,9,,,,21,6,,,,,,,,,,2,2,4,,1,1,1,,,,,,,,
382,Desmoncus,cirrhifer,,,MO,Gentry,53795,Colombia,4.15,4.25,77.12,-77.2,30,,1.29,7,,,,,,,,,,,,,,,2,2,4,,1,1,1,,,,,,,,
383,Desmoncus,cirrhifer,,,MO,Gentry,30363,Colombia,5.46,5.76,76.35,-76.58,80,,,,,,,,,,,,,,,,,,2,2,4,,1,1,1,,,,,,,,
384,Desmoncus,cirrhifer,,,MO,Gentry,35355,Colombia,3.56,3.93,77.08,-77.13,50,,1.43,16.5,,,,,,,,,,,,,,,2,2,4,,1,1,1,,,,,,,,
331,Desmoncus,cirrhifer,,,US,Jativa,644,Ecuador,1.27,-1.45,79.28,-79.46,100,20,,,,,,,,,,,,,,,,,2,,,,1,1,1,,,,,,,,
374,Desmoncus,cirrhifer,,,MO,Juncosa,1570,Colombia,5.25,5.41,76.28,-76.46,155,,,,,,,,,,,,,,,,,,2,2,4,,1,1,1,,,,,,,,
14,Desmoncus,cirrhifer,,,BH,Moore,9471,Colombia,3.53,3.88,77.02,-77.03,,,2.57,10.5,105,7.5,7,,,22.5,4,8,1.4,24,6,,,2,2,2,4,,1,1,1,2,6,1,1,,,,
370,Desmoncus,cirrhifer,,,MO,Mori,7737,Panama,9.16,9.26,78.55,-78.92,350,,2.44,,,,,,,,6.7,,,,,,,,2,2,4,,1,1,1,2,,1,,,,,
330,Desmoncus,cirrhifer,,,US,Pittier,416,Panama,8.4,8.66,77.25,-77.41,110,,,,,,,,,,,,,,,,,,2,,,,1,1,1,,,,,,,,
372,Desmoncus,cirrhifer,,,MO,Rubio,1422,Ecuador,1.09,1.15,78.31,-78.51,100,3,,,,,,,,,,,,,,,,,2,2,4,,1,1,1,,,,,,,,
378,Desmoncus,cirrhifer,,,MO,Tipaz,1274,Ecuador,1,1,78.24,-78.4,,12,,,91,4.6,7,,,,,,,,,20.9,14.3,,2,2,4,,1,1,1,,,,,1,1,1,1
379,Desmoncus,cirrhifer,,,MO,Tipaz,1483,Ecuador,1,1,78.24,-78.4,,12,3.02,10,,,,,,,6.4,,,30,,20.7,15.7,,2,2,4,,1,1,1,2,,,,1,1,1,1
659,Desmoncus,costaricensi,,,INB,Aguilar,5656,Costa Rica,9.35,9.58,82.36,-82.6,1,,2.27,10.5,,7.9,,28.5,9,,,,,,,14.1,11,,1,1,2,1,2,1,1,4,1,,,1,1,1,1
348,Desmoncus,costaricensi,,,MO,Aguilar,4676,Costa Rica,9.35,9.58,82.36,-82.6,1,5,2.21,9,,9.3,,19,4.7,18,,,,,,,,,1,1,2,1,2,1,1,4,1,,,,,,
657,Desmoncus,costaricensi,,,INB,Castro,150,Costa Rica,9.34,9.56,82.4,-82.66,65,,1.65,,67,,10,,,,,,,,,,,,1,1,2,1,2,1,1,4,1,,,,,,
656,Desmoncus,costaricensi,,,INB,Grayum,8746,Costa Rica,10.02,10.03,83.26,-83.43,300,6,1.76,9.5,77.5,5.7,8,14.5,3,15,,,0.7,,,,,2,1,1,2,1,2,1,1,4,1,2,,,,,
350,Desmoncus,costaricensi,,,MO,Grayum,4463,Costa Rica,9.34,9.56,82.4,-82.66,27,4,1.99,15.5,80,6.3,10,28.5,5.5,,,,,,6,12.7,9.1,,1,1,2,1,2,1,1,4,1,,1,1,1,1,1
658,Desmoncus,costaricensi,,,INB,Hammel,21940,Costa Rica,9.38,9.63,82.47,-82.78,100,6,,8,,,,32,6.5,28.5,8.2,8.5,1.2,33,,,,,1,1,2,1,2,1,1,4,1,2,,,,,
349,Desmoncus,costaricensi,,,MO,Mora,580,Costa Rica,9.59,9.98,83.22,-83.36,400,,1.29,,,,,,,,4.6,,,,,14.5,13.8,,1,1,2,1,2,1,1,,,,,1,1,1,1
351,Desmoncus,giganteus,,,MO,Aulestia,3553,Ecuador,1.03,-1.05,76.12,-76.2,245,,,,,,,,,,,,,,,42.4,17.6,,1,,,,2,,1,4,,,,2,2,1,4
692,Desmoncus,giganteus,,,AAU,Balslev,62042,Ecuador,0.32,-0.53,76.23,-76.38,265,20,,,125,,,,,,6.5,,,,,33,17,,1,1,2,1,2,2,1,4,1,,,2,2,1,4
302,Desmoncus,giganteus,,,BH,Berlin,743,Peru,4.3,-4.5,78.15,-78.25,,20,4.77,15,,13.3,,,,,,,,,,,,,1,,,,2,2,1,4,1,,,,,,
301,Desmoncus,giganteus,,,NY,Fleck,795,Peru,5.17,-5.28,73.09,-73.15,150,17,,16,,10.1,10,39,7.3,,,,,,,,,1,1,1,2,1,2,2,1,,,,,,,,
294,Desmoncus,giganteus,,,NY,Henderson,1688,Brazil,7.25,-7.41,73.15,-73.25,,12,,30,190,12.6,,46.5,5.7,,11.7,,,,,21.5,12.7,1,1,1,2,1,2,2,1,4,1,,,2,2,1,4
579,Desmoncus,giganteus,,,MO,Huashikat,1099,Peru,3.55,-3.91,77.42,-77.7,,29,,,,,,,,,,,,,,42.6,17.8,,1,,,,2,2,1,4,,,,2,2,1,4
580,Desmoncus,giganteus,,,MO,Huashikat,979,Peru,3.55,-3.91,77.42,-77.7,200,36,3.96,,,14.2,,,,,,,,,,38.6,18.3,,1,,,,2,2,1,4,,,,2,2,1,4
581,Desmoncus,giganteus,,,MO,Huashikat,1098,Peru,3.55,-3.91,77.42,-77.7,180,50,,,,,,,,,7.4,16,1.7,,,41,18.2,,1,,,,2,2,1,4,1,2,,2,2,1,4
352,Desmoncus,giganteus,,,MO,Kohn,1163,Ecuador,1,-1,77.4,-77.66,440,,,,,,,,,,,,,,,35.3,14.3,,1,1,2,,2,,1,4,,,,2,2,1,4
847,Desmoncus,giganteus,,,COL,Malagón,85,Colombia,1.22,1.36,75.27,-75.45,380,4.5,,21,,10.9,,32,6.5,,,,,,,34,16.6,,,,,,,,,,,,,,,,
295,Desmoncus,giganteus,,,NY,Zarucchi,1715,Colombia,1.12,1.2,70.1,-70.16,,12.5,,,,,,,,,,,,,,37.5,16.7,,1,1,2,1,2,2,1,,,,,2,2,1,4
839,Desmoncus,horridus,apureanus,,COL,Campo,450,Colombia,5.24,5.4,71.39,-71.65,150,12,,,,8.5,,,,,3.8,,,,,16,10.7,,1,,,,2,1,1,4,,,,,,,
578,Desmoncus,horridus,apureanus,,BH,Chardon,,Venezuela,7.53,7.89,67.28,-67.47,,,,,,,,,,,,,,,,,,,1,1,2,1,2,1,1,,,,,,,,
582,Desmoncus,horridus,apureanus,,COL,Cuatrecasas,3977,Colombia,6.1,6.16,67.28,-67.46,,,,,,,,,,18,3,,,15,,,,,1,1,2,1,2,1,1,4,1,,,,,,
527,Desmoncus,horridus,apureanus,,BH,Davidse,15872,Venezuela,6.19,6.31,68.19,-68.31,75,12,3.4,4,,16.4,,,,27,4.8,11,1.3,14,,,,,1,1,2,1,2,1,1,4,1,,,,,,
529,Desmoncus,horridus,apureanus,,BH,Davidse,12721,Venezuela,7.1,7.16,67.03,-67.05,30,4,1.96,2.5,,7,,12,1.5,15,3.2,,,,,15.3,8.1,,1,1,2,1,2,1,1,4,1,,,1,1,2,2
533,Desmoncus,horridus,apureanus,,BH,Davidse,14755,Venezuela,7.34,7.56,69.15,-69.25,80,4,1.32,4.5,51.5,3.4,16,,1.5,10.5,3.3,,,16,,19,8.5,,1,1,2,1,2,1,1,4,1,,,1,1,2,2
576,Desmoncus,horridus,apureanus,,MO,Davidse,13822,Venezuela,6.19,6.31,67.5,-67.83,60,4,,3,,,,,,24,4.7,10.6,1.8,17,,15,9.2,,1,1,2,1,2,1,1,4,1,1,,1,1,2,2
532,Desmoncus,horridus,apureanus,,US,Delascio,7964,Venezuela,6.43,6.71,61.07,-61.11,110,,,,,,,,,,,,,,,,,,1,1,2,1,2,1,1,4,,,,,,,
531,Desmoncus,horridus,apureanus,,US,Gentry,46310,Venezuela,5.4,5.66,67.4,-67.66,100,,1.35,4,,,,,,,3.4,,,,,,,,1,,,,2,1,1,4,1,,,,,,
202,Desmoncus,horridus,apureanus,,NY,Ortega,3290,Venezuela,7.22,7.36,67.24,-67.4,,3,1.46,3.3,,7.6,,,,,,,,,,13.7,8.8,,1,,,,2,1,1,,,,,1,1,2,2
734,Desmoncus,horridus,apureanus,,COL,Pinto,1278,Colombia,6.01,6.02,67.25,-67.41,100,,,,,,,,,,3.1,9,1.1,20,,,,,1,1,2,1,2,1,1,4,1,,,,,,
539,Desmoncus,horridus,apureanus,,US,Smith,6041,Venezuela,7.5,7.83,65.46,-65.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,Desmoncus,horridus,apureanus,,MO,Stergios,6040,Venezuela,7.3,7.5,61,-61,,,,4,,,,,,,,,,,,17,11.3,,1,,,,2,1,1,4,,,,1,1,2,2
535,Desmoncus,horridus,apureanus,,BH,Steyermark,60968,Venezuela,7.18,7.3,61.3,-61.5,305,,,,,,,,,,8.4,,,29,,,,,1,,,,2,1,1,4,1,,,,,,
198,Desmoncus,horridus,apureanus,,NY,Steyermark,102000,Venezuela,7.25,7.41,70.45,-70.75,100,,,,,,,,,23,6.6,8.5,1.2,19,,,,,,,,,,,,,1,1,,,,,
327,Desmoncus,horridus,apureanus,,US,Velez,2308,Venezuela,6.12,6.2,67.27,-67.45,,,1.29,,,,,,,19,2.7,5,1,10,,,,,1,1,2,1,2,1,1,4,1,1,,,,,
501,Desmoncus,horridus,apureanus,,F,Williams,12724,Venezuela,6.5,6.83,63.2,-63.33,70,15,,,,,,,,,,,,,,16.3,10.9,,1,,,,2,1,1,4,1,,,1,1,2,2
803,Desmoncus,horridus,horridus,,MG,Anderson,2205,Brazil,6,-6,50,-50,,,,6,220,20.5,24,,,36.5,5.2,15,1.4,16,,13.7,7.4,1,1,1,2,1,2,1,1,4,1,,,1,1,2,2
800,Desmoncus,horridus,horridus,,INPA,Araújo,386,Brazil,1.45,-1.75,46.25,-46.41,,,2.03,,,,,,,32,7.3,12,1.6,22,,14.1,9.9,2,1,,,,2,1,1,4,1,,,1,1,2,2
530,Desmoncus,horridus,horridus,,US,Archer,8353,Brazil,3.48,-3.8,55.29,-55.48,,,,,,,,,,20.5,4.1,,,15,,15.1,9.4,,1,1,2,1,2,1,1,4,1,,,1,1,2,2
547,Desmoncus,horridus,horridus,,BH,Bailey,418,Guyana,6.41,6.68,58.1,-58.16,,,,,,,,,,30.5,6.3,11.5,1.5,25,,,,,1,1,2,1,2,1,1,4,1,,,,,,
548,Desmoncus,horridus,horridus,,BH,Bailey,172,Trinidad,10.38,10.63,61.17,-61.28,,,,,,,,,,,9,15,1.8,26,,,,,1,,,,2,1,1,4,1,,,,,,
549,Desmoncus,horridus,horridus,,BH,Bailey,619,Trinidad,10.19,10.33,60.58,-60.98,,,,,,,,,,34,6.9,9.5,1.3,28,,,,,1,1,2,1,2,1,1,4,1,,,,,,
169,Desmoncus,horridus,horridus,,NY,Bond,63,Venezuela,9.52,9.86,62.22,-62.36,,,,,,,,,,,8.8,15,1.1,15,,13.7,8.3,,1,,,,2,1,1,4,1,1,,1,1,2,2
