NUMBER,Genus,SPECIES$,SUBSPECIES$,MORPHOTYPE$,HERBARIUM$,COLLECTOR$,COLNUMBER,COUNTRY$,LATITUDE,DLATITUDE,LONGITUDE,DLONGITUDE,ELEVATION,PLHEIGHT,STEMDIAMETER,PETIOLE,RACHISLEN,RACHISWID,NODIVISIONS,BASPINLEN,BASPINWID,PEDBRACT,PEDUNCLEWID,RACHILLLEN,RACHILLWID,NORACHILLAE,STAMEN,FRUITLEN,FRUITDIAM,STEMS,RACHIS,CIRRUS,CIRRUSABAX,INTERS,FILIFORM,PINNABASE,SPINULES,INFLOS,PEDUNCBRACT,TOMENTUM,STAMENNO,FRUITSURF,FRCOROLLA,SPLITTING,ENDOCARPS
683,Desmoncus,mitis,mitis,,AAU,Balslev,6684,Peru,3.48,-3.8,75.08,-75.13,,,,,,,,,,24.5,0.7,4.8,0.7,3,,10.6,8.3,,,,,,,,,1,3,2,,1,1,1,2
684,Desmoncus,mitis,mitis,,AAU,Balslev,6681,Peru,3.48,-3.8,75.08,-75.13,,,,,,,,,,,,,,4,,10.4,6.8,,2,1,1,2,2,1,2,1,3,,,1,1,1,2
685,Desmoncus,mitis,mitis,,AAU,Balslev,6650,Peru,3.48,-3.8,75.08,-75.13,,,,0.5,31,1.7,13,8.7,0.6,30,0.8,6.5,0.6,4,,11.9,6.5,,2,1,1,2,2,1,2,1,3,,,1,1,1,2
280,Desmoncus,mitis,mitis,,NY,Balslev,4775,Ecuador,0.05,-0.08,76.1,-76.16,300,,0.6,2,50,2,15,9,0.5,28,1.4,3.3,0.7,5,6,,,2,2,1,1,2,2,1,2,1,3,2,1,,,,
269,Desmoncus,mitis,mitis,,NY,Fleck,815,Peru,5.17,-5.28,73.09,-73.15,150,,0.34,1,45.5,1.6,25,4,0.3,,1.7,,,5,,11.9,7,2,2,1,1,2,2,1,2,1,,,,1,1,1,2
276,Desmoncus,mitis,mitis,,NY,Gentry,61978,Peru,5.59,-5.98,76.15,-76.25,200,,0.6,1.5,41.5,2.1,12,7.5,0.7,,,4,0.7,5,,12.7,9.6,,2,1,1,2,2,1,2,1,3,,,1,1,1,2
339,Desmoncus,mitis,mitis,,MO,Jaramillo,4344,Ecuador,0.56,-0.93,75.24,-75.4,215,,0.52,0.8,,,,11.3,1,,1,5.3,1.1,5,,,,,2,1,1,2,2,1,2,1,,,,,,,
106,Desmoncus,mitis,mitis,,NY,Jaramillo,4607,Ecuador,0.56,-0.93,75.24,-75.4,215,,0.55,0.7,40,2,14,10,0.6,,,,,,,,,,2,1,1,2,2,1,2,,,2,,,,,
652,Desmoncus,mitis,mitis,,M,Martius,,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Desmoncus,mitis,mitis,,MO,Tunqui,340,Peru,3.5,-3.83,77.4,-77.66,200,,0.46,,,,,,,,1.1,4,0.7,4,,,,,2,1,1,2,2,1,2,1,3,2,,,,,
827,Desmoncus,mitis,mitis,,COAH,Urego,1064,Colombia,0.55,-0.91,72,-72,,,0.53,1.8,35,1.9,15,,,,1,,,,,12.7,7.6,,2,1,1,2,2,1,2,1,,,,1,1,1,2
828,Desmoncus,mitis,mitis,,COAH,van der Wal,284,Colombia,0.35,-0.58,72.2,-72.33,,,0.67,1,35.5,,19,,,27.5,1.6,5,0.6,6,,,,,2,1,1,2,2,1,2,1,3,,,,,,
826,Desmoncus,mitis,mitis,,COAH,Vester,171,Colombia,0.35,-0.58,72.2,-72.33,,,0.48,1.3,30,2.1,12,,,,,,,,,11,7,,2,1,1,2,2,1,2,1,,,,1,1,1,2
456,Desmoncus,mitis,rurrenabaquensis,,MO,Colque,572,Bolivia,17.24,-17.4,64.3,-64.5,425,6,0.46,1.5,25,1.7,16,3.5,0.2,24,1.1,7.7,0.8,5,,,,,2,1,1,2,2,1,2,1,3,,,,,,
190,Desmoncus,mitis,rurrenabaquensis,,NY,Colque,594,Bolivia,17.24,-17.4,64.3,-64.5,425,5,0.59,1,49.5,3.3,19,5.5,0.5,,,9,1,5,,11.2,7.3,,2,1,1,2,2,1,2,1,,,,1,1,1,2
457,Desmoncus,mitis,rurrenabaquensis,,MO,Cornejo,2946,Peru,13.25,-13.41,69.55,-69.91,400,,0.61,0.5,50,2.4,,8,0.3,,0.7,5.5,0.8,4,,,,,2,1,1,2,2,1,2,1,3,,,,,,
194,Desmoncus,mitis,rurrenabaquensis,,NY,Daly,6494,Bolivia,14.28,-14.46,67.31,-67.51,320,,0.59,1,,2.2,22,7,0.3,,1.8,5.1,0.9,4,,10.6,6.5,,2,1,1,2,2,1,2,1,3,,,1,1,1,2
193,Desmoncus,mitis,rurrenabaquensis,,NY,Fuentes,4081,Bolivia,14.39,-14.65,67.48,-67.8,340,,0.49,1,,1.9,,6.6,0.4,17,1.4,2.5,0.8,5,,,,,2,1,1,2,2,1,2,1,3,,,1,1,1,2
192,Desmoncus,mitis,rurrenabaquensis,,NY,Henderson,1640,Peru,12.5,-12.83,69.17,-69.28,250,8,0.81,0.7,69,2.4,21,8,0.3,,,,,,,,,2,2,1,1,2,2,1,2,,,,,,,,
639,Desmoncus,mitis,rurrenabaquensis,,BH,Moore,8591,Peru,13.2,-13.33,70.5,-70.83,,,0.64,0.6,38.5,2.7,18,8,0.5,23.5,0.6,3.5,0.8,,,,,2,2,1,1,2,2,1,2,1,3,,,,,,
24,Desmoncus,mitis,rurrenabaquensis,,US,Moraes,845,Bolivia,15.35,-15.58,67.15,-67.25,920,,0.64,1.2,40.5,1.8,19,8.5,0.3,37,1,5.7,0.7,7,,,,,2,1,1,2,2,1,2,1,3,,,,,,
189,Desmoncus,mitis,rurrenabaquensis,,NY,Moreno,175,Bolivia,17.2,-17.33,64.3,-64.5,285,4.5,0.51,1.3,43.5,2.6,20,7,0.6,,,,,,,,,2,2,1,1,2,2,1,2,,,,,,,,
663,Desmoncus,moorei,,,INB,Aguilar,5655,Costa Rica,9.35,9.58,82.36,-82.6,1,,1.65,2.8,70,,20,16,1.2,36,4,,1.2,,,12.7,10.3,,1,1,2,1,2,2,2,4,1,,,1,1,1,1
671,Desmoncus,moorei,,,CR,Cascante,988,Costa Rica,10.35,10.58,83.32,-83.53,2,3,,1,,,,,,25.5,3.2,,,19,,,,,1,1,2,1,2,2,2,4,1,,,,,,
416,Desmoncus,moorei,,,MO,Davidse,30963,Costa Rica,10.47,10.78,83.35,-83.58,3,5,2.03,,,,,,,35.5,,14,0.8,31,,,,,1,1,2,1,2,2,2,4,1,1,,,,,
661,Desmoncus,moorei,,,INB,Grayum,11117,Costa Rica,10.33,10.55,83.33,-83.55,10,,2.03,1.5,93.5,9.4,15,,,39,5.2,13,1.2,38,,,,,1,1,2,1,2,2,2,4,1,1,,,,,
660,Desmoncus,moorei,,,INB,Hammel,21197,Costa Rica,10.33,10.55,84.03,-84.05,50,,1.61,2.5,95,,17,,,,7.2,,1.3,,,13.6,11,,1,1,2,1,2,2,2,4,,,,1,1,1,1
19,Desmoncus,moorei,,,NY,Henderson,62,Costa Rica,10.27,10.45,84.04,-84.06,,,,2,,6.7,18,18,1.5,,,,,,,,,,1,1,2,,2,,,,1,,,,,,
672,Desmoncus,moorei,,,CR,Herrera,1107,Costa Rica,10.55,10.91,85.2,-85.33,500,12,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
18,Desmoncus,moorei,,,BH,Holdridge,5126,Costa Rica,10.26,10.43,84.02,-84.03,100,,2.94,2.5,,,,,,,6.5,18,1.3,34,,14.3,12.6,,1,1,2,1,2,,,4,1,1,,1,1,1,1
413,Desmoncus,moorei,,,MO,Holm,931,Costa Rica,10.43,10.71,84.48,-84.8,90,,,,,,,,,,,,,,,,,,1,1,2,1,2,2,2,,,,,,,,
475,Desmoncus,moorei,,,F,Molina,1808,Nicaragua,11.55,11.91,83.45,-83.75,15,1,,,,,,,,,,,,,,13,10.7,,1,1,2,1,2,2,2,,,,,1,1,1,1
17,Desmoncus,moorei,,,BH,Moore,10121,Costa Rica,10.19,10.31,84.11,-84.18,,,,2.7,109,11.2,18,20,1.8,,6.3,15.5,1,,,,,2,1,1,2,1,2,2,2,4,1,1,,,,,
662,Desmoncus,moorei,,,INB,Moraga,975,Costa Rica,10.59,10.98,85.25,-85.41,700,,3.39,1.5,,,,,,,,,,,,13,12.8,,1,1,2,1,2,2,2,4,,,,1,1,1,1
668,Desmoncus,moorei,,,INB,Morales,9284,Costa Rica,11,11,85.24,-85.4,600,,,,,,,,,,,,,,,11.8,10.3,,1,1,2,1,2,,2,4,1,,,1,1,1,1
411,Desmoncus,moorei,,,MO,Moreno,12428,Nicaragua,11.35,11.58,83.42,-83.7,10,3,,,,,,,,,7.2,16,1.4,35,,12.1,11.7,,1,,,,2,2,2,4,1,1,,1,1,1,1
670,Desmoncus,moorei,,,CR,Mowbray,1441,Costa Rica,10.25,10.41,84,-84,100,32.5,,,,9.5,,19.5,1.4,54.5,7,,,,,,,,1,1,2,1,2,2,2,4,1,,,,,,
414,Desmoncus,moorei,,,MO,Robles,1381,Costa Rica,10.31,10.51,83.3,-83.5,2,,,,,,,,,,,,,,,,,,1,1,2,1,2,2,2,4,1,,,1,1,1,1
669,Desmoncus,moorei,,,INB,Rodriguez,364,Costa Rica,9.51,9.85,85.21,-85.35,100,,2.03,1,,8.7,,,,,7.7,12,1.2,30,6,,,,1,,,,2,2,2,4,,1,1,,,,
405,Desmoncus,moorei,,,MO,Rueda,3544,Nicaragua,11.31,11.51,84.19,-84.31,,,2.81,,,,,,,,,,,,,11.1,11.5,,1,,,,2,2,2,,,1,,1,1,1,1
408,Desmoncus,moorei,,,MO,Rueda,4097,Nicaragua,10.42,10.7,83.46,-83.76,,,,1.7,,,,,,36.5,,11.5,1.2,,,,,,1,1,2,1,2,2,2,4,1,1,,1,1,1,1
409,Desmoncus,moorei,,,MO,Rueda,4718,Nicaragua,11.02,11.03,83.54,-83.9,,,,,,,,,,,4.3,15,0.9,29,,,,,1,,,,2,2,2,4,,1,,,,,
410,Desmoncus,moorei,,,MO,Rueda,1726,Nicaragua,10.55,10.91,83.49,-83.81,,,,,,,,,,,5.4,,,,,,,,1,,,,2,2,2,4,,1,,1,1,1,1
415,Desmoncus,moorei,,,MO,Solano,21,Costa Rica,10.32,10.53,83.3,-83.5,2,,,4,113,12,18,,,,5.4,15,1,26,,12.2,10.2,,1,1,2,1,2,2,2,4,,1,,1,1,1,1
412,Desmoncus,moorei,,,MO,Stevens,23935,Costa Rica,10.4,10.66,83.4,-83.66,55,,2.8,1.5,,,,,,,6.5,11.5,1.3,,6,12.5,13,,1,1,2,1,2,2,2,4,1,1,1,1,1,1,1
674,Desmoncus,myriacanthos,,,PMA,Aizprua,1443,Panama,9.11,9.18,79.51,-79.85,,,,,,,,,,27.5,6.2,13.5,1.1,23,,,,,1,1,2,1,2,2,1,4,1,2,,,,,
345,Desmoncus,myriacanthos,,,MO,Allen,5117,Panama,9.21,9.36,79.57,-79.95,,,,,,,,,,23.5,4.9,12,1.1,28,,,,,1,1,2,1,2,2,1,4,1,2,,,,,
365,Desmoncus,myriacanthos,,,MO,Arango,4579,Colombia,9,9,74.05,-74.08,70,,3.15,,,,23,,,,,,,29,,15.3,8.7,2,1,1,2,1,2,2,1,4,1,,,1,1,2,2
510,Desmoncus,myriacanthos,,,MICH,Bartlett,16728,Panama,9.12,9.2,79.55,-79.91,,,,2,,,,,,,,8.5,1.2,21,,,,,1,,,,2,2,1,4,1,,,,,,
844,Desmoncus,myriacanthos,,,COL,Bernal,523,Colombia,8.4,8.66,76.25,-76.41,100,,2.1,2.5,,,29,,,20,4.9,9.7,1,20,,,,,,,,,,,,,,,,,,,
846,Desmoncus,myriacanthos,,,COL,Bernal,507,Colombia,9.19,9.31,74.16,-74.26,90,4,1.84,3.5,,,20,,,,4.3,,,,,,,,,,,,,,,,,,,,,,
341,Desmoncus,myriacanthos,,,MO,Blum,2105,Panama,8.59,8.98,79.32,-79.54,,,,,,10.4,,,,,4.9,10.5,1.7,32,,14.3,7.2,,1,1,2,1,2,2,1,4,1,,,1,1,2,2
196,Desmoncus,myriacanthos,,,NY,Bunting,10219,Venezuela,11,11,72,-72,125,7,2.38,3,,4.8,,,,,,,,,,12.6,7.1,,1,1,2,1,2,2,1,,,,,1,1,2,2
523,Desmoncus,myriacanthos,,,US,Cook,42,Panama,9.19,9.32,79.53,-79.88,,,,,,,,,,,,,,,,,,,1,1,2,1,2,2,1,4,1,,,,,,
340,Desmoncus,myriacanthos,,,MO,Croat,14561,Panama,9.07,9.11,79.42,-79.7,,,,,,9.4,,,2,33.5,6.2,15.8,2.1,21,,15.3,7.2,,1,1,2,1,2,2,1,4,1,,,1,1,2,2
344,Desmoncus,myriacanthos,,,MO,Croat,10047,Panama,9.09,9.15,80.18,-80.3,,,,,,,,,,27.5,6.4,10.5,1,19,,,,,1,1,2,1,2,2,1,4,1,,,,,,
346,Desmoncus,myriacanthos,,,MO,Croat,9314,Panama,9.07,9.11,79.42,-79.7,,,3.03,2.5,,7.7,,20,1.5,,5.1,11.5,1,,,13.3,7.9,,1,1,2,1,2,2,1,4,1,,,1,1,2,2
347,Desmoncus,myriacanthos,,,MO,Croat,7759,Panama,9.1,9.17,79.5,-79.84,,,,,,,,,,21.5,6.4,,,25,,,,,1,1,2,1,2,2,1,4,1,,,,,,
571,Desmoncus,myriacanthos,,,US,Cuadros,1855,Colombia,10.21,10.364,75.25,-75.421,100,,,,,,,,,,3.3,5.5,0.8,16,,17.3,8.8,,1,,,,2,2,1,4,,,,1,1,2,2
328,Desmoncus,myriacanthos,,,US,Curran,174,Colombia,8.32,8.53,74.02,-74.03,,,,,,8.3,18,,,31,8.6,11,1.5,,,15.6,8.2,,1,1,2,1,2,2,1,4,1,,,1,1,2,2
367,Desmoncus,myriacanthos,,,MO,Duke,9806,Colombia,7.09,7.15,77.12,-77.2,,,,,,,,,,,,,,,,,,,1,,,,2,2,1,4,1,,,,,,
843,Desmoncus,myriacanthos,,,COL,Estupiñán,464,Colombia,9.11,9.18,73.52,-73.86,35,3,,,,,,,,,6.2,,,,,,,,,,,,,,,,,,,,,,
364,Desmoncus,myriacanthos,,,MO,Forero,9080,Colombia,6.13,6.21,76.43,-76.71,45,7,2.08,,,,,,,,5.8,13,2.2,24,,15.1,10.3,,1,1,2,1,2,2,1,4,,,,1,1,2,2
22,Desmoncus,myriacanthos,,,NY,Gentry,4999,Panama,9.03,9.05,78.27,-78.45,,,,,,,,,,20.5,4.5,,,,,14.4,7.5,,1,1,2,1,2,2,1,4,1,,,1,1,2,2
21,Desmoncus,myriacanthos,,,NY,Hayes,359,Panama,9.11,9.2,79.55,-79.91,,,,,,,,,,,,,,,8,,,,1,,,,2,2,1,4,1,2,2,,,,
522,Desmoncus,myriacanthos,,,US,Maxon,6573,Panama,,,,,,7.5,1.42,2,,,,,,,3.2,,,,,16.7,7.4,,1,1,2,1,2,2,1,4,1,,,1,1,2,2
20,Desmoncus,myriacanthos,,,BH,Moore,10510,Panama,9.09,9.15,79.51,-79.85,,5,3.73,3.5,131,9.9,23,27,4.2,,7.6,12.5,1.9,,,21,9.9,,1,1,2,1,2,2,1,4,1,,,1,1,2,2
342,Desmoncus,myriacanthos,,,MO,Nee,14003,Panama,9.07,9.11,79.42,-79.7,,,,,,,,,,27.5,4.9,11.5,1.3,20,,14.9,8,,,,,,,,,4,1,2,,1,1,2,2
525,Desmoncus,myriacanthos,,,BH,Pittier,2606,Panama,9.1,9.17,79.45,-79.75,,9,,,,,,,,,,,,,,15,8.9,,1,1,2,1,2,2,1,,,,,1,1,2,2
526,Desmoncus,myriacanthos,,,BH,Plowman,3720,Colombia,11.18,11.3,74.1,-74.16,,4,2.53,2,,8.4,,18,1.2,,4.3,8.5,1.3,19,,,,,1,,,,2,2,1,4,1,,,,,,
363,Desmoncus,myriacanthos,,,MO,Renteria,4812,Colombia,7.4,7.66,76.41,-76.68,10,,2.36,2,,7,,,,,,,,,,14.5,7.4,,1,1,2,1,2,2,1,4,1,,,1,1,2,2
366,Desmoncus,myriacanthos,,,MO,Renteria,3554,Colombia,7.39,7.65,76.57,-76.95,50,6,,3.5,,11,,,,34,7.4,,,,,13.1,7,,1,1,2,1,2,2,1,4,1,,,1,1,2,2
343,Desmoncus,myriacanthos,,,MO,Shattuck,787,Panama,9.09,9.15,79.5,-79.84,,,,,,,,,,,,9,1.2,,,,,,,,,,2,,,4,,2,,,,,
209,Desmoncus,myriacanthos,,,NY,Smith,2339,Colombia,11.14,11.23,73.46,-73.76,,,,,,,,,,28,7.8,11,0.8,21,,,,,1,1,2,1,2,2,1,4,1,2,,,,,
368,Desmoncus,myriacanthos,,,MO,Steyermark,123408,Venezuela,11,11,72.17,-72.28,100,,,2.5,67,6.3,,,,,,,,,,14.6,9.8,,1,1,2,1,2,2,1,4,1,,,1,1,2,2
26,Desmoncus,myriacanthos,,,NY,Williams,691,Panama,8.28,8.48,77.4,-77.66,,,,3,,7.2,,23,2.3,26,3.6,7,0.8,20,9,,,,1,1,2,1,2,2,1,4,,2,2,,,,
845,Desmoncus,myriacanthos,,,COL,Zuluaga,20,Colombia,7.55,7.91,77.05,-77.08,,,,,,,,,,26,7.2,,,22,,14.2,7.9,,,,,,,,,,,,,,,,
574,Desmoncus,obovoideus,,,MO,Antonio,1785,Panama,9.21,9.35,79.44,-79.73,,4,1.72,4.5,,,,,,,5.7,8,1.2,,,17.9,16.3,,1,,,,2,2,1,4,,,,3,1,1,3
477,Desmoncus,obovoideus,,,F,Garwood,2178,Panama,9.22,9.36,79.57,-79.95,,3.5,1.43,4.5,,,,,,,,,,,,14,13.5,,1,1,2,1,2,2,1,4,,,,3,1,1,3
572,Desmoncus,obovoideus,,,MO,Gentry,6115,Panama,9.21,9.35,79.45,-79.75,400,,1.55,2.5,,6.6,,,,,,,0.6,20,,,,,1,1,2,1,2,2,1,4,,,,,,,
583,Desmoncus,obovoideus,,,MO,Hammel,1863,Panama,8.45,8.75,80.29,-80.48,,,,2,,,,,,,2.8,,0.9,21,,,,,1,1,2,1,2,2,1,4,1,2,,,,,
573,Desmoncus,obovoideus,,,MO,Kennedy,2800,Panama,9.23,9.38,79.33,-79.55,,5,2.01,2.7,,6,,,4.2,,,,,,,,,,1,1,2,1,2,2,1,4,1,2,,,,,
678,Desmoncus,obovoideus,,,MO,McPherson,6961,Panama,8.4,8.66,77.25,-77.41,95,7,1.39,2.5,,,,14,5.5,,,9,1.2,,,,,,1,,,,2,2,1,4,1,2,,,,,
524,Desmoncus,obovoideus,,,US,Mori,5184,Panama,9.3,9.5,79.41,-79.68,25,,1.83,3,,,,,,,,,,,,15.5,12.8,,1,1,2,1,2,2,1,4,1,2,,3,1,1,3
38,Desmoncus,orthacanthos,,,NY,Carvalho,627,Brazil,14.56,-14.93,39.01,-39.01,,4,,,,,,,,29.5,4.3,11.5,0.7,16,,11.8,8.9,,1,1,2,1,2,1,1,3,1,,,1,1,1,1
49,Desmoncus,orthacanthos,,,NY,Carvalho,4522,Brazil,15.09,-15.15,39.05,-39.08,,,,,,,,,,32,5.2,,,,,,,,1,1,2,1,2,1,1,3,1,,,,,,
519,Desmoncus,orthacanthos,,,BH,Costa,680068,Brazil,8.45,-8.75,35.06,-35.1,,,1.26,3.5,72.5,5.4,13,14.7,2.9,39,5,13.5,1.1,17,,11.4,8.4,,1,1,2,1,2,1,1,3,1,,,1,1,1,1
520,Desmoncus,orthacanthos,,,BH,Costa,680069,Brazil,8.45,-8.75,35.06,-35.1,,,0.96,10.5,60,3.3,10,,,,2.9,10,0.7,13,,,,,1,1,2,1,2,1,1,3,1,2,,,,,
356,Desmoncus,orthacanthos,,,MO,Fernandes,2090,Brazil,17.53,-17.88,39.22,-39.36,,,1.25,7.5,52,5.2,11,12,1.3,,2.7,,,,,,,2,1,1,2,1,2,1,1,3,,,,,,,
303,Desmoncus,orthacanthos,,,SPF,Fiaschi,723,Brazil,22.12,-22.2,41.35,-41.58,30,3,2,4,72.5,5.3,9,9.5,3.4,,4.7,7.5,0.7,,,17,10.6,,1,1,2,1,2,1,1,3,,,,1,1,1,1
304,Desmoncus,orthacanthos,,,SPF,Fiaschi,256,Brazil,18,-18,39.33,-39.55,,3.5,0.94,8,82,4.5,12,14.5,1.8,,3.4,6,0.9,16,,13.2,9.5,,1,1,2,1,2,1,1,3,,,,1,1,1,1
305,Desmoncus,orthacanthos,,,SPF,Fiaschi,244,Brazil,17.57,-17.95,39.28,-39.46,,1.8,1.3,7,73,3.9,10,16.5,4.5,19.7,3.4,11,1,16,,12.8,9,,1,,,,2,1,1,3,1,,,1,1,1,1
32,Desmoncus,orthacanthos,,,NY,Folli,673,Brazil,19.29,-19.48,41.02,-41.03,,,1.03,4.5,62,4.8,10,13.3,2.2,23.5,3.7,,,,6,,,,1,1,2,1,2,1,1,,1,,1,,,,
35,Desmoncus,orthacanthos,,,NY,Folli,1696,Brazil,19.29,-19.48,41.02,-41.03,,,1.3,3,45,5.1,12,12.5,2.5,22,4.2,10,0.8,,,,,,,1,2,1,2,1,1,3,1,2,,,,,
354,Desmoncus,orthacanthos,,,MO,Gentry,49499,Brazil,23.01,-23.01,43.25,-43.41,10,,1.09,,,,,13,1.8,24.5,4.3,10.5,0.8,22,,,,,1,1,2,1,2,1,1,3,1,2,,,,,
360,Desmoncus,orthacanthos,,,MO,Gentry,49428,Brazil,22.15,-22.25,41.4,-41.66,10,,,,,,,,,28.5,,,,,6,,,,1,1,2,1,2,1,1,3,1,2,1,,,,
335,Desmoncus,orthacanthos,,,US,Hage,858,Brazil,15.2,-15.35,39,-39,,1.2,1.7,5,,4.8,,,,,,,,10,,,,,1,1,2,1,2,1,1,3,1,,,,,,
307,Desmoncus,orthacanthos,,,SPF,Harley,18151,Brazil,16.24,-16.4,39.11,-39.18,10,4,,5.5,55.5,5.1,7,14.5,3,,,,,,,,,,1,1,2,1,2,1,1,3,1,,,,,,
308,Desmoncus,orthacanthos,,,SPF,Harley,17969,Brazil,17.31,-17.51,39.13,-39.21,1,,1.14,14.5,85,4,6,22,3.7,33.5,4,12.5,0.5,13,,,,,1,1,2,1,2,1,1,3,1,,,,,,
355,Desmoncus,orthacanthos,,,MO,Hatschbach,47732,Brazil,18.55,-18.91,40,-40,,4,1.29,5,48,3.4,9,,,29.5,2.1,10,0.9,8,,,,,1,1,2,1,2,1,1,3,1,2,,,,,
361,Desmoncus,orthacanthos,,,MO,Hatschbach,57017,Brazil,15.17,-15.28,39.04,-39.06,7,,,9,,,,,3,27.5,2.7,10,0.9,15,,12.4,8.5,,1,1,2,1,2,1,1,3,1,,,1,1,1,1
596,Desmoncus,orthacanthos,,,S,Hemmendorff,349,Brazil,22.59,-22.98,43.13,-43.21,,,1.43,2,30.5,3.5,11,7.6,1,19,4.6,5,0.8,,,14.3,12.4,,1,1,2,1,2,1,1,3,1,,,1,1,1,
205,Desmoncus,orthacanthos,,,NY,Henderson,1617,Brazil,14.49,-14.81,39.02,-39.03,,,,,,,,,,39,5.1,20.5,0.5,19,7,,,,1,1,2,1,2,1,1,3,1,2,1,,,,
33,Desmoncus,orthacanthos,,,NY,Jardim,89,Brazil,15.09,-15.15,39.05,-39.08,,2.5,1.79,15,,6.1,,20,4.8,,,,,,,,,,1,1,2,1,2,1,1,,,,,,,,
500,Desmoncus,orthacanthos,,,F,Krapovickas,23228,Brazil,22.59,-22.99,43.21,-43.36,,,2.19,5,,6.6,14,18.5,3.5,23,4,,,15,,17.2,12.4,,1,1,2,1,2,1,1,3,1,,,1,1,1,1
34,Desmoncus,orthacanthos,,,NY,Lanna,973,Brazil,23.01,-23.01,43.22,-43.36,,,1.08,2,,6.8,,8.6,1.5,,,,,,,,,,1,1,2,1,2,1,1,3,1,,,,,,
37,Desmoncus,orthacanthos,,,NY,Lewis,813,Brazil,17.3,-17.5,39.13,-39.21,0,,1.77,,,,,,,,,,,,,,,,1,1,2,1,2,1,1,,,,,,,,
39,Desmoncus,orthacanthos,,,NY,Luetzelburg,20026,Brazil,23,-23,43.16,-43.26,,,,,,,,,,26,7.2,,,,,14.1,10.9,,1,1,2,1,2,1,1,3,1,,,1,1,1,1
479,Desmoncus,orthacanthos,,,F,Noblick,4791,Brazil,17.53,-17.88,39.22,-39.36,75,,1.1,,54,4,9,12,3,22.5,2.6,10,0.8,14,5,,,2,1,1,2,1,2,1,1,3,1,2,1,,,,
480,Desmoncus,orthacanthos,,,F,Noblick,4721,Brazil,13.3,-13.5,39.03,-39.05,7,,1.44,10.5,76,,9,25,2.4,,,,,,,,,,1,1,2,1,2,1,1,,,,,,,,
353,Desmoncus,orthacanthos,,,MO,Noblick,1796,Brazil,12.45,-12.75,38.27,-38.45,,,1.2,6,52.5,5,8,13.5,1.4,22.5,2,8.7,0.6,10,,,,,1,1,2,1,2,1,1,3,1,2,,,,,
36,Desmoncus,orthacanthos,,,NY,Noblick,4695,Brazil,11.56,-11.93,38.05,-38.08,,,1.7,5.5,80,5.6,8,20,4,,,,,,,,,,1,1,2,1,2,1,1,,,,,,,,
357,Desmoncus,orthacanthos,,,MO,Peixoto,3402,Brazil,19.21,-19.35,40.08,-40.14,,,1.91,3.5,35.5,4.5,7,,,,,,,8,,,,,1,1,2,1,2,1,1,3,1,,,,,,
358,Desmoncus,orthacanthos,,,MO,Peixoto,3010,Brazil,19.21,-19.35,40.08,-40.14,,1.2,1.47,4,34,4.9,11,12.5,,25,4.1,,,,6,,,,1,1,2,1,2,1,1,3,1,2,1,,,,
359,Desmoncus,orthacanthos,,,MO,Peixoto,3491,Brazil,19.55,-19.91,40.36,-40.6,700,2,1.54,7.5,62,4.5,11,14,2.2,,3.5,,,,,,,,1,1,2,1,2,1,1,3,,,,,,,
203,Desmoncus,orthacanthos,,,NY,Pirani,3062,Brazil,19.49,-19.83,40.02,-40.05,,1.25,0.69,6,,3.4,,12,2.2,23,3.4,12.5,0.6,13,,,,,1,1,2,1,2,1,1,3,1,2,,1,1,1,1
306,Desmoncus,orthacanthos,,,SPF,Pirani,2961,Brazil,15.11,-15.18,39,-39,,,0.99,6.5,72,3.8,7,14.3,2.8,24,3.3,12.5,0.8,11,,,,,1,1,2,1,2,1,1,3,1,,,,,,
309,Desmoncus,orthacanthos,,,SPF,Pirani,2485,Brazil,20.52,-20.86,40.46,-40.76,,,1.09,6,,3.5,,16.5,1.7,,3.5,7.5,0.7,16,,14.8,12.2,,1,,,,2,1,1,3,,,,1,1,1,1
334,Desmoncus,orthacanthos,,,US,Read,3570,Brazil,16.26,-16.43,39.05,-39.08,,,1.88,9.5,64,5.4,9,12,3,31.5,6,13,1.2,16,,,,,1,1,2,1,2,1,1,3,1,,,,,,
518,Desmoncus,orthacanthos,,,BH,Santos,5162,Brazil,23.01,-23.01,43.28,-43.46,,,,6,42,4.3,7,11.7,2.2,20,2.7,9,0.7,14,6,,,,1,1,2,1,2,1,1,3,1,2,1,,,,
521,Desmoncus,orthacanthos,,,US,Smith,6390,Brazil,23,-23,43.2,-43.33,,,1.09,4,41,5,11,10.5,1.5,,,,,,,15.7,13.1,,1,1,2,1,2,1,1,,,,,1,1,1,1
31,Desmoncus,orthacanthos,,,NY,Thomas,6026,Brazil,15.23,-15.38,39.02,-39.03,,,0.74,9.5,79,2.9,6,17.5,3.5,22.5,3.8,7.4,0.3,12,,,,,1,1,2,1,2,1,1,3,1,2,,,,,
50,Desmoncus,orthacanthos,,,NY,Thomas,14265,Brazil,16.35,-16.58,39.54,-39.9,300,,0.72,3,,,6,12.5,3,,3.8,,,,,18.4,15.2,,1,1,2,1,2,1,1,3,,,,1,1,1,1
