Number,Genus,Species,Subspecies,Collector,Collnumber,Herbarium,Country,Latitude,Dlatitude,Longitude,Dlongitude,Elevation,Stemhe,Stemdi,Shpele,Rachle,Rachwi,Nodivi,Asymme,Bapiwi,Bapimi,Differ,Basang,Apiang,Appile,Pedlen,Prople,Pedble,Peduwi,Distan,Norlla,Rllale,Rllawi,Pitwid,Pitlen,Dispit,Stapit,Fruidi,Fruile,Leafno,Stemfo,Pitcoll,Petiol,Pedtom,Filifo,Inflor,Pbscar,Prophy,Pbract,Pbsurf,Pbfold,Rachil,Rlltom,Upplip,Stasep,Flapdist,Flap,Inflobud,Flowerbud,Openfls,Immfrs,Matfrs,Oldinflo,Racpro,Lobes,Proxpin,Leaf,Fruitcolor,Lgstemhe,Lgstemdi,Lgshpele,Lgrachle,Lgrachwi,Squnodivi,Lgasymme,Lgbasang,Lgapiang,Lgappile,Lgpedlen,Lgprople,Lgpedble,Lgpeduwi,Lgdistan,Squnorlla,Lgrllale,Lgrllawi,Lgdispit,Lgfruidi,Lgfruile,Lgflapdist,Rachillacolo
492,Calyptrogyne,panamensis,occidentalis,Churchill,5332,mo,panama,8.47,8.78,82.13,-82.22,1100,,,,54.5,6.5,2,,6.5,7.5,1,30,20,44,,,35.5,,,,,,,,,,,,6,,1,1,1,0,0,0,1,0,1,1,0,0,1,,14,1,may,,,,,,0,0,0,1,,,,,1.736396502,0.812913357,1.414213562,,1.477121255,1.301029996,1.643452676,,,1.550228353,,,,,,,,,1.146128036,
151,Calyptrogyne,panamensis,occidentalis,de Nevers,6857,cas,panama,8.45,8.75,82.15,-82.25,700,0.35,4.5,36,,4,,0,6.3,6.4,0.1,19,13,35.5,119.7,40,,4.1,1.7,1,21,6,2.4,2.5,4,1,5,13,11,0,1,1,1,0,0,0,0,0,0,1,0,0,1,,,,,,,jan,jan,,0,0,0,1,,-0.455931956,0.653212514,1.556302501,,0.602059991,,,1.278753601,1.113943352,1.550228353,2.07809415,1.602059991,,0.612783857,0.230448921,1,1.322219295,0.77815125,0.602059991,0.698970004,1.113943352,,0
153,Calyptrogyne,panamensis,occidentalis,Croat,59997,cas,panama,8.43,8.72,82.17,-82.28,1117,0.3,,,,5.1,,2,5.8,5.5,-0.3,40,21,33,,,,3.7,1.4,1,24.5,6.1,2.2,3,3.2,2,,,,,1,1,1,,0,0,1,0,,,0,0,1,,17,1,,,,mar,,,0,0,0,1,,-0.522878745,,,,0.707570176,,0.301029996,1.602059991,1.322219295,1.51851394,,,,0.568201724,0.146128036,1,1.389166084,0.785329835,0.505149978,,,1.230448921,0
155,Calyptrogyne,panamensis,occidentalis,Croat,67839,cas,panama,8.44,8.73,82.14,-82.23,1180,,,,60,3.9,2,1.5,,,,25,,,,,37.5,3,3,1,25.5,5.9,3,2.7,5.7,2,,,,,1,1,1,,0,0,,0,0,1,0,0,1,,11,1,,sep,,,,sep,0,0,0,1,,,,,1.77815125,0.591064607,1.414213562,0.176091259,1.397940009,,,,,1.574031268,0.477121255,0.477121255,1,1.40654018,0.770852012,0.755874856,,,1.041392685,0
186,Calyptrogyne,panamensis,occidentalis,Churchill,4801,cas,panama,8.45,8.75,82.13,-82.22,1100,1,,,76.7,9.1,2,1,11,8.5,-2.5,15,17,37,,,,5.1,8.2,1,30,6.6,2.3,2.3,5,0,,,,0,1,1,1,0,0,0,,0,,,0,0,1,,24.5,1,,feb,,feb,,,1,0,0,1,,0,,,1.884795364,0.959041392,1.414213562,0,1.176091259,1.230448921,1.568201724,,,,0.707570176,0.913813852,1,1.477121255,0.819543936,0.698970004,,,1.389166084,0
233,Calyptrogyne,panamensis,occidentalis,Folsom,5444,cas,panama,8.43,8.72,82.15,-82.25,1450,,,,38.4,5.7,2,0.5,5.5,5.3,-0.2,34,20,29.5,,,,3.4,0.8,1,19.8,5.9,2.4,1.7,3.7,0,,,,,1,1,1,0,0,0,,0,,,0,0,1,0,11.5,1,,,sep,sep,,,0,0,0,1,,,,,1.584331224,0.755874856,1.414213562,-0.301029996,1.531478917,1.301029996,1.469822016,,,,0.531478917,-0.096910013,1,1.29666519,0.770852012,0.568201724,,,1.06069784,0
265,Calyptrogyne,panamensis,occidentalis,Knudsen,627,pma,panama,8.45,8.75,82.15,-82.25,1200,0.2,3.5,,,,,,,,,,23,36,,,32.4,3.2,1.7,1,23.7,6.2,2.3,2.8,4,0,,,12,1,1,,1,0,0,0,0,0,0,1,0,0,1,0,,,,oct,,,,,0,0,0,1,,-0.698970004,0.544068044,,,,,,,1.361727836,1.556302501,,,1.51054501,0.505149978,0.230448921,1,1.374748346,0.792391689,0.602059991,,,,
288,Calyptrogyne,panamensis,occidentalis,Foster,14719,scz,panama,8.55,8.92,81.49,-81.82,,,,,,,,,,,,,15,39,,,,4.2,1,1,22,5.3,2.3,2.5,4,0,,,,1,1,1,1,0,0,0,1,0,,,0,0,1,0,,1,,mar,,mar,,,0,0,0,1,,,,,,,,,,1.176091259,1.591064607,,,,0.62324929,0,1,1.342422681,0.72427587,0.602059991,,,,0
306,Calyptrogyne,panamensis,occidentalis,Knudsen,628,pma,panama,8.45,8.75,82.15,-82.25,1200,0.2,3.5,,,,,,,,,,,,,,,3.3,2.5,1,31.7,5.7,,,,,,,,1,1,,1,,0,0,,0,,,0,0,1,,,,,,,,,,,,0,1,,-0.698970004,0.544068044,,,,,,,,,,,,0.51851394,0.397940009,1,1.501059262,0.755874856,,,,,
343,Calyptrogyne,panamensis,occidentalis,Stevens,18362,mo,panama,8.44,8.73,82.13,-82.22,1075,0.5,,,47,,2,,5.2,4.3,-0.9,35,16,28.5,,,,3,1.6,1,19.4,5.9,2.5,3,3.6,,,,,,1,,1,0,0,0,0,0,,,0,0,1,,,,,,,nov,,,,0,0,1,,-0.301029996,,,1.672097858,,1.414213562,,1.544068044,1.204119983,1.45484486,,,,0.477121255,0.204119983,1,1.28780173,0.770852012,0.556302501,,,,0
366,Calyptrogyne,panamensis,occidentalis,Churchill,5751,mo,panama,8.45,8.75,82.13,-82.22,1100,,,,45.8,6.2,2,1,7,7.8,0.8,51,20,,,,26,3.1,3.2,1,20.9,6.1,2.1,2.5,4.2,0,,,4,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,,,jul,,jul,,,,0,0,0,1,,,,,1.660865478,0.792391689,1.414213562,0,1.707570176,1.301029996,,,,1.414973348,0.491361694,0.505149978,1,1.320146286,0.785329835,0.62324929,,,,
367,Calyptrogyne,panamensis,occidentalis,Knapp,4996,mo,panama,8.45,8.75,82.12,-82.2,1275,,,,53,5.6,3,1.5,,,,20,11,36.5,,,28.5,4,1.3,1,18,5.4,2.5,1.9,4.5,0,,,,,1,1,1,0,0,0,,0,0,1,0,0,1,0,,,,,may,,,,,0,0,1,,,,,1.72427587,0.748188027,1.732050808,0.176091259,1.301029996,1.041392685,1.562292864,,,1.45484486,0.602059991,0.113943352,1,1.255272505,0.73239376,0.653212514,,,,
368,Calyptrogyne,panamensis,occidentalis,Croat,50090,mo,panama,8.45,8.75,82.17,-82.28,1260,0.6,,,,,,,,,,,,,,,,2.5,1.9,1,20,5.5,2.1,2.4,3.3,0,5.9,10.5,,,1,,1,,0,0,,0,,,0,0,1,0,,,,,apr,,apr,,,0,0,1,,-0.22184875,,,,,,,,,,,,,0.397940009,0.278753601,1,1.301029996,0.740362689,0.51851394,0.770852012,1.021189299,,0
491,Calyptrogyne,panamensis,occidentalis,McPherson,7252,mo,panama,8.45,8.75,82.15,-82.25,1150,0.4,,,54,4.3,2,,,,,33,22,36,,,,3.1,1.4,1,19,5.4,2.6,2.6,4.6,0,,,,,1,1,1,0,0,0,1,0,,,0,0,1,,,,,,oct,,,,0,0,0,1,,-0.397940009,,,1.73239376,0.633468456,1.414213562,,1.51851394,1.342422681,1.556302501,,,,0.491361694,0.146128036,1,1.278753601,0.73239376,0.662757832,,,,
490,Calyptrogyne,panamensis,occidentalis,Churchill,5750,mo,panama,8.45,8.75,82.13,-82.22,1100,,,,45,4,2,0.1,9.4,10,0.6,37,20,36,,,,4.5,3.7,1,27.5,6.2,2.5,2.5,5,0,,,9,1,1,1,1,0,0,0,1,0,0,1,0,0,1,,,,,,jul,,,,,0,0,1,,,,,1.653212514,0.602059991,1.414213562,-1,1.568201724,1.301029996,1.556302501,,,,0.653212514,0.568201724,1,1.439332694,0.792391689,0.698970004,,,,
489,Calyptrogyne,panamensis,occidentalis,McPherson,7696,mo,panama,8.45,8.75,82.15,-82.25,1175,0.3,,,70.3,3.8,4,,,,,,22,35.5,,,,3.8,2.3,1,29.7,5.9,2.5,2.7,5,0,,,,,1,1,1,0,0,0,,0,,,0,0,1,,,,,,jun,jun,,,0,0,0,1,,-0.522878745,,,1.846955325,0.579783597,2,,,1.342422681,1.550228353,,,,0.579783597,0.361727836,1,1.472756449,0.770852012,0.698970004,,,,0
488,Calyptrogyne,panamensis,occidentalis,Churchill,6190,mo,panama,8.45,8.75,82.14,-82.23,1100,0.3,5,,,4.7,,4.2,7.6,7.5,-0.1,30,26,30,,,24.6,4,1.2,1,25,5.5,2,2,4.2,0,,,,,1,1,1,0,0,0,1,0,0,1,0,0,1,,,,,,sep,,,,,0,0,1,,-0.522878745,0.698970004,,,0.672097858,,0.62324929,1.477121255,1.414973348,1.477121255,,,1.390935107,0.602059991,0.079181246,1,1.397940009,0.740362689,0.62324929,,,,0
372,Calyptrogyne,panamensis,occidentalis,Churchill,5297,mo,panama,8.47,8.78,82.13,-82.22,1350,0.5,,,,,,,,,,,,,,,,3.4,1.3,1,23.6,7.1,2.5,2.6,2.7,1,,,,,1,,1,,0,0,0,0,,,0,0,1,,,,,,may,may,,,,0,0,1,,-0.301029996,,,,,,,,,,,,,0.531478917,0.113943352,1,1.372912003,0.851258349,0.431363764,,,,0
369,Calyptrogyne,panamensis,occidentalis,Sytsma,2226,mo,panama,8.44,8.73,82.13,-82.22,1075,,,,,,,,,,,,,,,,,2.8,1.3,1,,,2,2.2,3.5,1,,,,,1,,,,0,0,,0,,,0,0,1,,,,,,,nov,,,,,,1,,,,,,,,,,,,,,,0.447158031,0.113943352,1,,,0.544068044,,,,0
95,Calyptrogyne,panamensis,occidentalis,de Nevers,8821,ny,panama,8.55,8.92,82.05,-82.08,250,0.2,,39,,6.2,3,,,,,,,,,,,3.2,2,1,32,6.3,2.9,2,4,0,,,7,1,1,1,1,0,0,0,0,0,,,0,0,1,,,,,,jan,,jan,,,0,0,1,,-0.698970004,,1.591064607,,0.792391689,1.732050808,,,,,,,,0.505149978,0.301029996,1,1.505149978,0.799340549,0.602059991,,,,0
69,Calyptrogyne,panamensis,occidentalis,de Nevers,8741,ny,panama,8.45,8.75,82.05,-82.08,1075,1,,44,65.5,5.7,2,1.7,6.2,5.7,-0.5,25,18,33,117.5,37,26.6,4.2,5,1,28.3,7.2,2.5,2.4,4.2,2,5.8,15.2,10,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,17,1,,jan,jan,,jan,,0,0,0,1,,0,,1.643452676,1.8162413,0.755874856,1.414213562,0.230448921,1.397940009,1.255272505,1.51851394,2.070037867,1.568201724,1.424881637,0.62324929,0.698970004,1,1.451786436,0.857332496,0.62324929,0.763427994,1.181843588,1.230448921,0
66,Calyptrogyne,panamensis,occidentalis,de Nevers,6850,ny,panama,8.45,8.75,82.15,-82.25,1150,0.35,4.5,37,60.5,4.1,2,0,6.5,6.2,-0.3,15,16,30.5,151.5,49,30,3.4,1,1,18,5.8,2,3.2,3.2,1,,,11,0,1,0,1,0,0,0,0,0,0,1,0,0,1,,18.7,1,jan,,,jan,jan,,0,0,0,1,,-0.455931956,0.653212514,1.568201724,1.781755375,0.612783857,1.414213562,,1.176091259,1.204119983,1.484299839,2.180412633,1.69019608,1.477121255,0.531478917,0,1,1.255272505,0.763427994,0.505149978,,,1.271841607,0
469,Calyptrogyne,panamensis,panamensis,Croat,12129,mo,panama,8.4,8.66,79.55,-79.92,,,,,60.7,5.8,1,0.5,,,,19,35,20.7,,,,2,0.8,1,10.4,4.1,2,2,4.8,,,,,,1,1,1,0,0,0,,0,,,0,0,1,,,,,,,,,,,0,0,0,,,,,1.783188691,0.763427994,1,-0.301029996,1.278753601,1.544068044,1.315970345,,,,0.301029996,-0.096910013,1,1.017033339,0.612783857,0.681241237,,,,0
468,Calyptrogyne,panamensis,panamensis,Hamilton,651,mo,panama,8.4,8.66,79.55,-79.92,800,,,,,,1,,,,,,15,,,,,1.9,0.5,1,11,5.1,2.2,2.4,3.5,,,,,,1,1,1,0,0,0,0,0,,,0,0,1,,,,,,,,,,,0,0,0,,,,,,,1,,,1.176091259,,,,,0.278753601,-0.301029996,1,1.041392685,0.707570176,0.544068044,,,,0
236,Calyptrogyne,panamensis,panamensis,Mori,3593,cas,panama,8.43,8.72,79.54,-79.9,930,,,,60.5,5.3,1,2,,,,9,19,22,,,15,1.7,0.8,1,10.2,5.4,3.2,2.3,2.8,0,,,,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,,,,dec,,,,,0,0,0,0,,,,,1.781755375,0.72427587,1,0.301029996,0.954242509,1.278753601,1.342422681,,,1.176091259,0.230448921,-0.096910013,1,1.008600172,0.73239376,0.447158031,,,,
473,Calyptrogyne,panamensis,panamensis,Dwyer,4555,mo,panama,8.37,8.62,80.07,-80.12,783,0.3,,,,,1,,,,,,32,14.5,,,,2.4,0.5,1,11.4,5.4,2.5,2,4.5,2,7.9,9.9,,,1,1,1,0,0,0,0,0,,,0,0,1,,,,,,,,mar,,,0,0,0,,-0.522878745,,,,,1,,,1.505149978,1.161368002,,,,0.380211242,-0.301029996,1,1.056904851,0.73239376,0.653212514,0.897627091,0.995635195,,0
264,Calyptrogyne,panamensis,panamensis,Galdames,1883,pma,panama,8.41,8.68,79.55,-79.92,850,,,,55,3.3,1,1.6,,,,10,16,19,,,17.3,2.4,0.8,1,13,5.6,2.4,2.2,2.7,1,,,,,1,0,1,0,0,0,0,0,0,1,0,0,1,0,16.5,1,,jan,,jan,,,0,0,0,0,,,,,1.740362689,0.51851394,1,0.204119983,1,1.204119983,1.278753601,,,1.238046103,0.380211242,-0.096910013,1,1.113943352,0.748188027,0.431363764,,,1.217483944,0
270,Calyptrogyne,panamensis,panamensis,Busey,845,pma,panama,8.43,8.72,79.54,-79.9,850,,,,66.5,4.4,1,0.5,,,,10,30,17,,,,2.4,0.7,1,12,4,2.2,2.7,3,,,,,1,1,,1,,0,0,1,0,,,0,0,1,,,,,,,mar,,,,0,0,0,,,,,1.822821645,0.643452676,1,-0.301029996,1,1.477121255,1.230448921,,,,0.380211242,-0.15490196,1,1.079181246,0.602059991,0.477121255,,,,0
96,Calyptrogyne,panamensis,panamensis,Henderson,2038,ny,panama,8.37,8.62,80.07,-80.12,,0.5,2,21,37,,1,0.7,,,,13,20,22.8,78,19.4,,2,0.9,1,10.1,5.3,2.8,3,2.5,0,,,6.5,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,5.4,1,,,nov,,,,0,0,0,0,,-0.301029996,0.301029996,1.322219295,1.568201724,,1,-0.15490196,1.113943352,1.301029996,1.357934847,1.892094603,1.28780173,,0.301029996,-0.045757491,1,1.004321374,0.72427587,0.397940009,,,0.73239376,
470,Calyptrogyne,panamensis,panamensis,Hammel,3771,mo,panama,8.4,8.66,79.55,-79.92,,,,,,,1,,,,,,,,,,,,,1,9.7,4.9,,,,,6.4,8.8,,,1,1,1,,0,0,,0,,,0,0,1,,,,,,,,jul,,,0,0,0,,,,,,,1,,,,,,,,,,1,0.986771734,0.69019608,,0.806179974,0.944482672,,
290,Calyptrogyne,panamensis,panamensis,Porter,4879,bh,panama,8.43,8.72,79.57,-79.95,,,,,43,7.1,1,1,,,,25,18,20.5,,,,1.9,0.5,1,12,5.8,2,2,4,1,,,,,1,1,1,0,0,0,1,0,,,0,0,1,,13.7,1,,,,mar,,,0,0,0,0,,,,,1.633468456,0.851258349,1,0,1.397940009,1.255272505,1.311753861,,,,0.278753601,-0.301029996,1,1.079181246,0.763427994,0.602059991,,,1.136720567,0
475,Calyptrogyne,panamensis,panamensis,Sullivan,536,mo,panama,8.37,8.62,80.06,-80.1,900,,,,,,,3.5,,,,10,,,,,,2.2,0.6,1,10.9,5.3,2.5,2.5,3.5,,,,,,1,1,1,,0,0,,0,,,0,0,1,,22.5,1,,,,,,jul,0,0,0,0,,,,,,,,0.544068044,1,,,,,,0.342422681,-0.22184875,1,1.037426498,0.72427587,0.544068044,,,1.352182518,
471,Calyptrogyne,panamensis,panamensis,de Nevers,6354,mo,panama,8.37,8.62,80.06,-80.1,,0.8,,,42,5.9,1,1,,,,20,15,14.8,,,,3.6,0.8,1,,,,,,,,,11,,1,1,1,1,0,0,0,0,,,0,0,1,,,,,,,,,nov,0,0,0,0,,-0.096910013,,,1.62324929,0.770852012,1,0,1.301029996,1.176091259,1.170261715,,,,0.556302501,-0.096910013,1,,,,,,,
472,Calyptrogyne,panamensis,panamensis,Sytsma,3566,mo,panama,8.37,8.62,80.07,-80.12,867,0.4,,,37,4.1,1,0.8,,,,22,16,17,,,,2.1,1.1,1,10.3,4.8,,,,,,,,,1,1,1,0,0,0,1,0,,,0,0,1,,,,,,,feb,,,,0,0,0,,-0.397940009,,,1.568201724,0.612783857,1,-0.096910013,1.342422681,1.204119983,1.230448921,,,,0.322219295,0.041392685,1,1.012837225,0.681241237,,,,,
474,Calyptrogyne,panamensis,panamensis,Kirkbride,1054,mo,panama,8.37,8.62,80.06,-80.1,,,,,38.3,,1,,,,,21,19,20.7,,,,2.2,0.3,1,10.3,4.9,,,,,,,,,1,,1,0,0,0,,0,,,0,0,1,,,,,,,,,jul,,0,0,0,,,,,1.583198774,,1,,1.322219295,1.278753601,1.315970345,,,,0.342422681,-0.522878745,1,1.012837225,0.69019608,,,,,
296,Calyptrogyne,panamensis,panamensis,Moore,10526,bh,panama,8.35,8.58,80.07,-80.12,,,,,39,,1,,,,,,,,,,14.8,2.4,1.2,1,9,4.7,2.7,2,2.5,1,,,,1,1,0,1,0,0,0,0,0,0,1,0,0,1,,7,1,jan,,,jan,,,1,0,0,0,,,,,1.591064607,,1,,,,,,,1.170261715,0.380211242,0.079181246,1,0.954242509,0.672097858,0.397940009,,,0.84509804,
184,Calyptrogyne,panamensis,panamensis,McPherson,7444,cas,panama,8.4,8.66,79.55,-79.92,900,0.1,,,55,4.2,1,0.8,,,,16,20,23,69.5,23,19.1,2.3,0.8,1,12.8,4.9,3.5,3,5,0,,,,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,,1,nov,nov,,,,,,0,0,0,,-1,,,1.740362689,0.62324929,1,-0.096910013,1.204119983,1.301029996,1.361727836,1.841984805,1.361727836,1.281033367,0.361727836,-0.096910013,1,1.10720997,0.69019608,0.698970004,,,,
70,Calyptrogyne,panamensis,panamensis,de Nevers,6326,ny,panama,8.37,8.62,80.06,-80.1,900,0.4,,24,42.5,4.1,1,0.5,,,,16,13,15,89.5,26,13.8,2.3,1,1,11,4.5,2.5,2.5,3,2,,,10,0,1,1,1,0,0,0,0,0,0,1,0,0,1,,6.7,1,nov,,nov,,,nov,0,0,0,0,,-0.397940009,,1.380211242,1.62838893,0.612783857,1,-0.301029996,1.204119983,1.113943352,1.176091259,1.951823035,1.414973348,1.139879086,0.361727836,0,1,1.041392685,0.653212514,0.477121255,,,0.826074803,
478,Calyptrogyne,panamensis,tutensis,Hammel,4618,mo,panama,8.33,8.55,81.05,-81.08,,,,,,,,,,,,21,14,22.5,,,,,1.3,1,16.8,6.9,3,2.5,3.1,,,,,,1,,1,0,0,0,,0,,,0,0,1,,,,,,,sep,,,,0,0,0,,,,,,,,,1.322219295,1.146128036,1.352182518,,,,,0.113943352,1,1.225309282,0.838849091,0.491361694,,,,
117,Calyptrogyne,panamensis,tutensis,Hammel,8542,f,panama,8.32,8.53,81.06,-81.1,1166,,,,64.5,2.5,1,,,,,,,,,,22.5,3.6,2,1,16,6.4,3,3,3,0,,,,,1,0,1,0,0,0,1,0,,,0,0,1,0,,,apr,apr,,,,,,0,0,0,,,,,1.809559715,0.397940009,1,,,,,,,1.352182518,0.556302501,0.301029996,1,1.204119983,0.806179974,0.477121255,,,,
169,Calyptrogyne,panamensis,tutensis,de Nevers,8984,cas,panama,8.33,8.55,81.05,-81.08,1050,,,,51.8,2.4,1,0,,,,16,15,22,106.6,36,,2.8,0.7,1,13.5,5.2,3.5,3,4,2,,,6.5,1,1,0,1,0,0,0,1,0,,,0,0,1,,,0,,,,,,jan,1,0,0,0,,,,,1.71432976,0.380211242,1,,1.204119983,1.176091259,1.342422681,2.027757205,1.556302501,,0.447158031,-0.15490196,1,1.130333768,0.716003344,0.602059991,,,,0
386,Calyptrogyne,pubescens,,Hammel,14587,mo,panama,8.5,8.83,82.11,-82.18,130,,,,,,,,,,,,,,,,,,,,19.8,4.7,2,1.9,3,1,,,,1,1,1,2,0,0,2,,1,1,1,0,0,1,,,,,,,mar,,,0,0,0,1,,,,,,,,,,,,,,,,,,1.29666519,0.672097858,0.477121255,,,,0
307,Calyptrogyne,pubescens,,Foster,14558,scz,panama,8.55,8.92,81.49,-81.82,17.5,,,,,5.3,,2.3,1.4,4.3,2.9,65,16,25.3,,,28,4,2.7,1,18,4.1,2.2,2,3,2,7,10.2,7,1,1,1,2,0,0,2,,1,1,1,0,0,1,,,,,,,,mar,,,0,0,1,black,,,,,0.72427587,,0.361727836,1.812913357,1.204119983,1.403120521,,,1.447158031,0.602059991,0.431363764,1,1.255272505,0.612783857,0.477121255,0.84509804,1.008600172,,0
157,Calyptrogyne,pubescens,,de Nevers,8825,cas,panama,8.55,8.92,82.05,-82.08,250,,5,63.5,87.5,3.1,29,1.4,0.5,1.5,1,57,18,14,229,33.5,35,4.4,3.8,1,21,4.3,2,1.7,2.7,0,7.8,14.2,11,1,1,1,2,0,0,2,0,1,1,1,0,0,1,0,,0,,jan,,jan,jan,,0,0,0,1,,,0.698970004,1.802773725,1.942008053,0.491361694,5.385164807,0.146128036,1.755874856,1.255272505,1.146128036,2.359835482,1.525044807,1.544068044,0.643452676,0.579783597,1,1.322219295,0.633468456,0.431363764,0.892094603,1.152288344,,0
387,Calyptrogyne,pubescens,,McPherson,8581,mo,panama,8.55,8.92,82.1,-82.17,120,,,87,,,,,,,,,14,30,,,,3.1,2.2,1,15.4,3.4,1.5,1.5,4,1,,,,1,1,1,2,0,0,2,,1,1,1,0,0,1,,,,,,,mar,,,,1,0,1,,,,1.939519253,,,,,,1.146128036,1.477121255,,,,0.491361694,0.342422681,1,1.187520721,0.531478917,0.602059991,,,,0
60,Calyptrogyne,sanblasensis,,de Nevers,5892,ny,panama,9.19,9.32,78.55,-78.92,350,1.5,6,,152,13,1,1,,,,5,13,49,,,,4.6,0.8,1,21.5,3.8,1.9,1.6,2.3,2,6.7,10.5,16,0,1,1,1,1,0,1,0,0,,,0,0,0,,97.5,1,,,,,jun,,0,0,0,0,,0.176091259,0.77815125,,2.181843588,1.113943352,1,0,0.698970004,1.113943352,1.69019608,,,,0.662757832,-0.096910013,1,1.33243846,0.579783597,0.361727836,0.826074803,1.021189299,1.989004616,0
63,Calyptrogyne,sanblasensis,,de Nevers,6449,ny,panama,9.25,9.42,79.07,-79.12,50,0.2,,39,72.5,5.5,3,0,,,,10,10,38,70.7,28,24.5,3.6,0.6,1,20.6,3.7,2.3,2,3,2,6.8,12.6,12,,1,1,1,0,0,1,0,0,0,0,0,0,0,,39,1,dec,dec,,,dec,,0,0,0,1,,-0.698970004,,1.591064607,1.860338007,0.740362689,1.732050808,,1,1,1.579783597,1.849419414,1.447158031,1.389166084,0.556302501,-0.22184875,1,1.31386722,0.568201724,0.477121255,0.832508913,1.100370545,1.591064607,0
388,Calyptrogyne,sanblasensis,,de Nevers,7406,mo,panama,9.24,9.4,79.24,-79.4,16,0.25,,,81.5,7.1,1,8,,,,3,19,35.3,68.2,,,4.1,1,1,17.4,4.1,1.8,1.5,3.5,1,,,14,,1,1,1,0,0,1,0,0,,,0,0,0,,,,,,,mar,,,0,0,0,0,yellow,-0.602059991,,,1.911157609,0.851258349,1,0.903089987,0.477121255,1.278753601,1.547774705,1.833784375,,,0.612783857,0,1,1.240549248,0.612783857,0.544068044,,,,0
205,Calyptrogyne,sanblasensis,,Herrera,207,cas,panama,9.27,9.45,79.07,-79.12,30,0.2,,24.5,75.4,5.3,1,0,,,,6,22,28,70,,,5,0.7,1,20,4.3,1.7,1.7,2.8,,7.2,10.5,15,,1,1,1,0,0,1,,0,,,0,0,0,,,,,,,,jun,,0,0,0,0,,-0.698970004,,1.389166084,1.877371346,0.72427587,1,,0.77815125,1.342422681,1.447158031,1.84509804,,,0.698970004,-0.15490196,1,1.301029996,0.633468456,0.447158031,0.857332496,1.021189299,,0
171,Calyptrogyne,sanblasensis,,de Nevers,8045,cas,panama,9.23,9.38,78.48,-78.8,450,0.4,,18,102.5,13.9,1,2.3,,,,7,20,36,57,,,3.7,0.9,1,15.5,5.1,2,2,2.3,2,6.7,9.8,,,1,1,1,0,0,1,,0,,,0,0,0,,53.5,1,,,,,jun,,0,0,0,0,yellow,-0.397940009,,1.255272505,2.010723865,1.1430148,1,0.361727836,0.84509804,1.301029996,1.556302501,1.755874856,,,0.568201724,-0.045757491,1,1.190331698,0.707570176,0.361727836,0.826074803,0.991226076,1.728353782,0
168,Calyptrogyne,sanblasensis,,de Nevers,7646,cas,panama,9.25,9.42,79.11,-79.18,65,1.7,,26.5,117.7,12.6,1,1.5,,,,13,17,45.5,86.5,30,,5.8,2.1,1,30,4.5,2.2,2.2,3.4,1,5.8,9,8,0,1,1,1,0,0,1,0,0,,,0,0,0,,56,1,,,,apr,apr,,0,0,0,0,yellow,0.230448921,,1.423245874,2.070776463,1.100370545,1,0.176091259,1.113943352,1.230448921,1.658011397,1.937016107,1.477121255,,0.763427994,0.322219295,1,1.477121255,0.653212514,0.531478917,0.763427994,0.954242509,1.748188027,0
390,Calyptrogyne,sanblasensis,,de Nevers,6452,mo,panama,9.25,9.42,79.07,-79.12,,0.2,,,91.5,,4,,,,,8,22,37,59.5,,30,4.2,,,,,,,,,,,11,,1,1,1,0,0,1,,0,0,0,0,,,,,,dec,,,,,,0,0,0,1,,-0.698970004,,,1.961421094,,2,,0.903089987,1.342422681,1.568201724,1.774516966,,1.477121255,0.62324929,,,,,,,,,
389,Calyptrogyne,sanblasensis,,de Nevers,7028,mo,panama,9.24,9.4,79.07,-79.12,60,1,,23.5,109.5,15,1,0.5,,,,10,10,44.5,71,30,31.5,5.4,1.5,1,17,4.3,1.6,2.4,3,1,,,,,1,1,1,0,0,1,0,0,0,0,0,0,0,,,,feb,,,feb,,,0,0,0,0,,0,,1.371067862,2.039414119,1.176091259,1,-0.301029996,1,1,1.648360011,1.851258349,1.477121255,1.498310554,0.73239376,0.176091259,1,1.230448921,0.633468456,0.477121255,,,,
250,Calyptrogyne,trichostachy,,Holm,921,bh,costa rica,10.34,10.57,84.48,-84.8,90,0.3,,,,,,,,,,,,,111.5,23.5,30,4,5,1,18,7.2,3.1,2.2,3.5,,,,,0,1,,1,,0,0,,0,1,1,0,1,1,,,,,,,aug,,,0,0,0,1,,-0.522878745,,,,,,,,,,2.047274867,1.371067862,1.477121255,0.602059991,0.698970004,1,1.255272505,0.857332496,0.544068044,,,,
