Number,Genus,Species,Subspecies,Collector,Collnumber,Herbarium,Country,Latitude,Dlatitude,Longitude,Dlongitude,Elevation,Stemhe,Stemdi,Shpele,Rachle,Rachwi,Nodivi,Asymme,Bapiwi,Bapimi,Differ,Basang,Apiang,Appile,Pedlen,Prople,Pedble,Peduwi,Distan,Norlla,Rllale,Rllawi,Pitwid,Pitlen,Dispit,Stapit,Fruidi,Fruile,Leafno,Stemfo,Pitcoll,Petiol,Pedtom,Filifo,Inflor,Pbscar,Prophy,Pbract,Pbsurf,Pbfold,Rachil,Rlltom,Upplip,Stasep,Flapdist,Flap,Inflobud,Flowerbud,Openfls,Immfrs,Matfrs,Oldinflo,Racpro,Lobes,Proxpin,Leaf,Fruitcolor,Lgstemhe,Lgstemdi,Lgshpele,Lgrachle,Lgrachwi,Squnodivi,Lgasymme,Lgbasang,Lgapiang,Lgappile,Lgpedlen,Lgprople,Lgpedble,Lgpeduwi,Lgdistan,Squnorlla,Lgrllale,Lgrllawi,Lgdispit,Lgfruidi,Lgfruile,Lgflapdist,Rachillacolo
41,Calyptrogyne,costatifrons,costatifrons,de Nevers,6222,ny,panama,9.18,9.3,79.16,-79.27,700,3.3,2.5,83,57.5,4.8,6,0.3,1,2,1,50,23,27.5,106.5,45.5,29,2.3,,1,,,,,,,,,18,0,1,1,1,0,1,1,0,0,1,1,0,,,,21.8,1,nov,,,,nov,,0,0,0,1,,0.51851394,0.397940009,1.919078092,1.759667845,0.681241237,2.449489743,-0.522878745,1.698970004,1.361727836,1.439332694,2.027349608,1.658011397,1.462397998,0.361727836,,1,,,,,,1.338456494,0
43,Calyptrogyne,costatifrons,costatifrons,de Nevers,5235,ny,panama,9.19,9.32,78.55,-78.92,200,1,,,68.3,6.5,3,3,2.9,2.2,-0.7,30,21,36,,,31.5,5.8,2.8,1,26.5,6.3,3,2,3,2,,,,0,1,1,1,0,1,1,0,0,1,1,0,0,0,,29.7,1,,,,,,apr,0,0,0,1,,0,,,1.834420704,0.812913357,1.732050808,0.477121255,1.477121255,1.322219295,1.556302501,,,1.498310554,0.763427994,0.447158031,1,1.423245874,0.799340549,0.477121255,,,1.472756449,
224,Calyptrogyne,costatifrons,costatifrons,Knapp,1771,cas,panama,9.25,9.42,79.37,-79.62,400,,,,,6.7,8,4.6,1,3,2,58,,,,,,3.2,1.6,1,32.3,5.8,2.2,2.1,3,2,9,15.7,,0,1,1,1,,1,1,,0,,,0,0,0,,,,,,,,oct,,0,0,0,1,black,,,,,0.826074803,2.828427125,0.662757832,1.763427994,,,,,,0.505149978,0.204119983,1,1.509202522,0.763427994,0.477121255,0.954242509,1.195899652,,0
346,Calyptrogyne,costatifrons,dariensis,Juncosa,589,mo,colombia,8.3,8.5,77.2,-77.33,90,,,,,15.8,,1,5,5,0,36,,,,,40,8.4,2.5,1,27,9.6,2.8,2.5,2.5,,11.8,18.7,,0,1,1,1,,1,1,,0,1,1,0,0,0,,,,,,,,jan,,,0,0,1,,,,,,1.198657087,,0,1.556302501,,,,,1.602059991,0.924279286,0.397940009,1,1.431363764,0.982271233,0.397940009,1.071882007,1.271841607,,0
517,Calyptrogyne,costatifrons,dariensis,Croat,16749,mo,panama,8.37,8.62,77.25,-77.42,,1.25,,,,8.9,,,,,,30,,,,,,6,1.4,1,34,8.3,4,2,3.5,2,11.5,19.1,,0,1,1,1,,1,1,,0,,,0,0,0,,,,,,,,aug,,0,0,0,1,,0.096910013,,,,0.949390007,,,1.477121255,,,,,,0.77815125,0.146128036,1,1.531478917,0.919078092,0.544068044,1.06069784,1.281033367,,0
518,Calyptrogyne,costatifrons,dariensis,Ordonez,29,mo,colombia,8.31,8.52,77.16,-77.27,25,,,,,,,,,,,,,,,,,6.7,2.6,1,,8.4,2.5,2.2,3,2,10.9,19.4,,,1,1,1,,1,1,,0,,,0,0,0,,,,,,,,mar,,0,0,0,1,brown,,,,,,,,,,,,,,0.826074803,0.414973348,1,,0.924279286,0.477121255,1.037426498,1.28780173,,0
254,Calyptrogyne,costatifrons,dariensis,Juncosa,640,bh,colombia,8.3,8.5,77.2,-77.33,350,,,,,11.8,,7.3,,,,30,,,,,,5.6,1.6,1,28.3,7.5,3.3,2.5,3,2,10.4,18.6,,0,1,1,1,,1,1,,0,,,0,0,0,,,,,,,,jan,,0,0,0,1,,,,,,1.071882007,,0.86332286,1.477121255,,,,,,0.748188027,0.204119983,1,1.451786436,0.875061263,0.477121255,1.017033339,1.269512944,,0
244,Calyptrogyne,costatifrons,dariensis,Mabberley,1827,pma,panama,8.48,8.8,77.4,-77.67,55,,3,,,6.3,,2,,,,25,22,,,,,6.9,2.2,1,31.4,7.5,3.3,2.5,3,2,9.3,16.3,12,0,1,1,1,1,1,1,,0,,,0,0,0,,,,,,,,jan,,0,0,0,1,black,,0.477121255,,,0.799340549,,0.301029996,1.397940009,1.342422681,,,,,0.838849091,0.342422681,1,1.496929648,0.875061263,0.477121255,0.968482949,1.212187604,,0
561,Calyptrogyne,costatifrons,dariensis,Bernal,3020,col,colombia,8.24,8.4,77.08,-77.13,200,3,3.6,,93,8.5,13,4.5,1.5,1.5,,48,26,39.4,129,64.5,,7.6,1.5,1,39,8.4,3,2.2,4.5,2,,,15,0,1,1,1,0,1,1,0,0,,,0,0,0,,,,,,,nov,,,0,0,0,1,,0.477121255,0.556302501,,1.968482949,0.929418926,3.605551275,0.653212514,1.681241237,1.414973348,1.595496222,2.11058971,1.809559715,,0.880813592,0.176091259,1,1.591064607,0.924279286,0.653212514,,,,
465,Calyptrogyne,costatifrons,occidentalis,Knapp,3750,mo,panama,8.4,8.67,80.36,-80.6,375,,,,41.7,3.3,3,2.4,,,,23,16,41,,,,2.3,0.6,1,15.1,3.5,2,2,3.6,1,,,,,1,1,1,1,1,1,0,0,,,0,0,0,,7.5,1,,,,feb,,,0,0,0,1,,,,,1.620136055,0.51851394,1.732050808,0.380211242,1.361727836,1.204119983,1.612783857,,,,0.361727836,-0.22184875,1,1.178976947,0.544068044,0.556302501,,,0.875061263,0
11,Calyptrogyne,costatifrons,occidentalis,de Nevers,6753,ny,panama,8.42,8.7,80.28,-80.47,400,2.5,,34,51.7,7.1,5,0.5,1.7,2.1,0.4,18,17,40.5,61,41.3,31.5,2.4,,1,,,,,,,,,,0,1,1,1,0,1,1,,0,1,1,0,,,,21.3,1,jan,,,,,,0,0,0,1,,0.397940009,,1.531478917,1.713490543,0.851258349,2.236067977,-0.301029996,1.255272505,1.230448921,1.607455023,1.785329835,1.615950052,1.498310554,0.380211242,,1,,,,,,1.328379603,
1,Calyptrogyne,costatifrons,occidentalis,de Nevers,6754,ny,panama,8.42,8.7,80.28,-80.47,400,3,,28.5,40,5.4,3,0.4,5.6,4.3,-1.3,19,19,31.5,70,40,,2.2,1.1,1,23,5.4,1.9,2,2.7,1,,,,0,1,1,1,0,1,1,0,0,,,0,0,0,,11,1,,,,jan,,,0,0,0,1,,0.477121255,,1.45484486,1.602059991,0.73239376,1.732050808,-0.397940009,1.278753601,1.278753601,1.498310554,1.84509804,1.602059991,,0.342422681,0.041392685,1,1.361727836,0.73239376,0.431363764,,,1.041392685,
50,Calyptrogyne,costatifrons,occidentalis,de Nevers,6750,ny,panama,8.42,8.7,80.28,-80.47,350,3,,36.5,66,6.5,3,1.3,1.3,1.4,0.1,15,14,34.5,58,35.5,25,2,1,1,21,4.3,1.9,1.9,3,1,,,,0,1,1,1,0,1,1,0,0,1,1,0,0,0,,26.5,1,jan,,,jan,,,0,0,0,1,,0.477121255,,1.562292864,1.819543936,0.812913357,1.732050808,0.113943352,1.176091259,1.146128036,1.537819095,1.763427994,1.550228353,1.397940009,0.301029996,0,1,1.322219295,0.633468456,0.477121255,,,1.423245874,
464,Calyptrogyne,costatifrons,occidentalis,Sytsma,2495,mo,panama,8.38,8.63,80.36,-80.6,,0.2,,,,,,,,,,,,16,74,37,,2.9,1,1,20,4.5,2.4,1.7,2.2,1,,,,,1,1,1,0,1,1,1,0,,,0,0,0,,,,,dec,,dec,,,,0,0,1,,-0.698970004,,,,,,,,,1.204119983,1.86923172,1.568201724,,0.462397998,0,1,1.301029996,0.653212514,0.342422681,,,,
213,Calyptrogyne,costatifrons,occidentalis,Hammel,1907,cas,panama,8.4,8.66,80.25,-80.42,250,1.5,,,88.5,7.2,8,,1.6,1.3,-0.3,16,,,,,,2.8,1,1,25.5,3.9,2,1.8,4,0,,,,,1,,1,,,1,,0,1,1,0,0,0,0,,,,mar,,,,,0,0,0,1,,0.176091259,,,1.946943271,0.857332496,2.828427125,,1.204119983,,,,,,0.447158031,0,1,1.40654018,0.591064607,0.602059991,,,,
466,Calyptrogyne,costatifrons,occidentalis,Hammel,1913,mo,panama,8.42,8.7,80.28,-80.47,250,1.5,,,40.4,3.9,3,,4.1,3.8,-0.3,13,15,31,,,,2.1,1.3,1,20.5,3.8,2,1.5,3.9,1,,,,0,1,1,1,0,1,1,,0,,,0,0,0,,,,,,,mar,,,,0,0,1,,0.176091259,,,1.606381365,0.591064607,1.732050808,,1.113943352,1.176091259,1.491361694,,,,0.322219295,0.113943352,1,1.311753861,0.579783597,0.591064607,,,,
75,Calyptrogyne,deneversii,,de Nevers,6668,ny,panama,9.23,9.38,78.51,-78.85,415,,,63,47.5,3,1,2.3,,,,21,20,25.5,136,28,,2.8,3.9,1,19,7,3,2.5,3.3,2,6.5,9.7,,1,1,0,1,0,0,1,1,0,,,0,0,1,,,0,,,,,dec,,1,0,0,0,,,,1.799340549,1.67669361,0.477121255,1,0.361727836,1.322219295,1.301029996,1.40654018,2.133538908,1.447158031,,0.447158031,0.591064607,1,1.278753601,0.84509804,0.51851394,0.812913357,0.986771734,,0
396,Calyptrogyne,deneversii,,de Nevers,6199,mo,panama,9.19,9.32,78.55,-78.92,350,,,54.5,40,2.1,1,1,,,,36,23,29.5,114,30.3,,2.7,3.2,1,16.4,4.6,2.9,2.5,3,0,,,,1,1,0,1,0,0,1,1,0,,,0,0,1,,,,,nov,,,,nov,1,0,0,0,,,,1.736396502,1.602059991,0.322219295,1,0,1.556302501,1.361727836,1.469822016,2.056904851,1.481442629,,0.431363764,0.505149978,1,1.214843848,0.662757832,0.477121255,,,,
397,Calyptrogyne,deneversii,,de Nevers,4861,mo,panama,9.19,9.32,78.55,-78.92,350,1,,,41,3.2,1,2.7,,,,20,17,28.5,110,25,,3.6,5.1,1,13.9,5.5,2.2,2.2,3,2,,,,,1,0,1,0,0,1,1,0,0,1,0,0,1,,,,,,,feb,,,,0,0,0,,0,,,1.612783857,0.505149978,1,0.431363764,1.301029996,1.230448921,1.45484486,2.041392685,1.397940009,,0.556302501,0.707570176,1,1.1430148,0.740362689,0.477121255,,,,
76,Calyptrogyne,deneversii,,de Nevers,5119,ny,panama,9.19,9.32,78.55,-78.92,350,0.2,,47.4,48,3,1,1.5,,,,24,11,33,113.8,26.5,25,2.6,3,1,15.7,5.6,3.2,1.5,4.5,2,,,,1,1,0,1,0,0,1,1,0,0,1,0,,,,,0,mar,,,,,mar,1,0,0,0,,-0.698970004,,1.675778342,1.681241237,0.477121255,1,0.176091259,1.380211242,1.041392685,1.51851394,2.056142262,1.423245874,1.397940009,0.414973348,0.477121255,1,1.195899652,0.748188027,0.653212514,,,,
77,Calyptrogyne,deneversii,,de Nevers,4459,ny,panama,9.19,9.32,78.55,-78.92,225,,,,46,3.3,1,2.5,,,,22,,22,,,,2.8,3.2,1,16.8,5.5,3,3.3,3.8,,,,,1,1,0,1,0,0,1,1,0,,,0,0,1,,,0,,jan,,,,,1,0,0,0,,,,,1.662757832,0.51851394,1,0.397940009,1.342422681,,1.342422681,,,,0.447158031,0.505149978,1,1.225309282,0.740362689,0.579783597,,,,0
78,Calyptrogyne,deneversii,,de Nevers,5256,ny,panama,9.19,9.32,78.55,-78.92,200,0.5,,,42,3.6,1,1.5,,,,22,11,28.5,125,37.5,26,2.3,2.9,1,17.5,5.7,2.6,2,2.5,2,7,9.5,,1,1,0,1,0,0,1,1,0,0,1,0,0,1,,,,apr,,,,apr,,1,0,0,0,,-0.301029996,,,1.62324929,0.556302501,1,0.176091259,1.342422681,1.041392685,1.45484486,2.096910013,1.574031268,1.414973348,0.361727836,0.462397998,1,1.243038049,0.755874856,0.397940009,0.84509804,0.977723605,,0
84,Calyptrogyne,deneversii,,de Nevers,6247,ny,panama,9.18,9.3,79.16,-79.27,750,,,34,20,2.1,1,0.5,,,,34,21,19,74.5,19.2,18.8,2.5,1.6,1,12.5,6.4,3.1,2,3,0,,,6,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,,0,nov,,,,,nov,1,0,0,0,,,,1.531478917,1.301029996,0.322219295,1,-0.301029996,1.531478917,1.322219295,1.278753601,1.872156273,1.283301229,1.274157849,0.397940009,0.204119983,1,1.096910013,0.806179974,0.477121255,,,,
442,Calyptrogyne,deneversii,,de Nevers,6201,mo,panama,9.19,9.32,78.55,-78.92,350,,,,38,2.2,1,1,,,,30,20,26.7,96,28,,,2.5,1,18.4,5.3,2.5,2.7,3.5,1,,,8,1,1,0,1,0,0,1,1,0,,,0,0,1,,,0,,,,nov,,,1,0,0,0,,,,,1.579783597,0.342422681,1,0,1.477121255,1.301029996,1.426511261,1.982271233,1.447158031,,,0.397940009,1,1.264817823,0.72427587,0.544068044,,,,0
344,Calyptrogyne,deneversii,,Hammel,14483,mo,panama,9.25,9.42,79.4,-79.66,500,,,,20.5,2.3,1,1,,,,21,18,21,,,,1.7,1.4,1,12.7,3.7,2.2,2.1,3.3,,7.9,10.6,,1,1,0,1,0,0,1,,0,,,0,0,1,,,,,,,,feb,,,0,0,0,,,,,1.311753861,0.361727836,1,0,1.322219295,1.255272505,1.322219295,,,,0.230448921,0.146128036,1,1.103803721,0.568201724,0.51851394,0.897627091,1.025305865,,0
441,Calyptrogyne,deneversii,,de Nevers,6202,mo,panama,9.19,9.32,78.55,-78.92,350,,,64.5,48,,1,,,,,18,,23.2,139.5,32,30,3.1,,1,,5.1,3.4,2.6,3.5,0,,,10,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,,0,,nov,,,,,1,0,0,0,,,,1.809559715,1.681241237,,1,,1.255272505,,1.365487985,2.144574208,1.505149978,1.477121255,0.491361694,,1,,0.707570176,0.544068044,,,,
395,Calyptrogyne,deneversii,,de Nevers,5882,mo,panama,9.19,9.32,78.55,-78.92,350,0.2,,,46.5,,1,3,,,,20,30,23,,30,,2.5,1.8,1,15.2,6,2.4,2.5,3,0,,,,1,1,0,1,0,0,1,1,0,,,0,0,1,,,,,,,,,jun,1,0,0,0,,-0.698970004,,,1.667452953,,1,0.477121255,1.301029996,1.477121255,1.361727836,,1.477121255,,0.397940009,0.255272505,1,1.181843588,0.77815125,0.477121255,,,,
394,Calyptrogyne,deneversii,,de Nevers,7912,mo,panama,9.19,9.32,78.55,-78.92,,,,44.2,40.7,,1,1.3,,,,31,,25.5,102.5,22.8,20.5,2.3,3,1,14.7,5.8,2.5,2,4,0,,,,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,,,,jun,,,,,1,0,0,0,,,,1.645422269,1.609594409,,1,0.113943352,1.491361694,,1.40654018,2.010723865,1.357934847,1.311753861,0.361727836,0.477121255,1,1.167317335,0.763427994,0.602059991,,,,
391,Calyptrogyne,deneversii,,Folsom,1471,mo,panama,9.16,9.27,78.55,-78.92,425,,,,,,,1.3,,,,37,,,78,,,2.7,4.1,1,,5.4,2.5,2.2,4,2,6.9,9.1,,1,1,0,1,,0,1,0,0,,,0,0,1,,,,,,,,jan,,1,0,0,0,,,,,,,,0.113943352,1.568201724,,,1.892094603,,,0.431363764,0.612783857,1,,0.73239376,0.602059991,0.838849091,0.959041392,,
58,Calyptrogyne,deneversii,,de Nevers,6318,ny,panama,9.19,9.32,78.55,-78.92,350,,,,44.5,2,1,0.4,,,,19,14,22,99,25.5,,2.8,3,1,15,5.9,2.3,2.7,2.8,1,,,,1,1,0,1,0,0,1,1,0,,,0,0,1,,,0,,,nov,nov,,,1,0,0,0,,,,,1.648360011,0.301029996,1,-0.397940009,1.278753601,1.146128036,1.342422681,1.995635195,1.40654018,,0.447158031,0.477121255,1,1.176091259,0.770852012,0.447158031,,,,
57,Calyptrogyne,deneversii,,de Nevers,5979,ny,panama,9.19,9.32,78.55,-78.92,350,,,,36.3,2.6,1,2,,,,26,18,29.5,65,30,24.6,2.6,,1,,,,,,,,,,1,1,0,1,0,0,1,1,0,0,1,0,,,,,0,jul,,,,,,1,0,0,0,,,,,1.559906625,0.414973348,1,0.301029996,1.414973348,1.255272505,1.469822016,1.812913357,1.477121255,1.390935107,0.414973348,,1,,,,,,,
392,Calyptrogyne,deneversii,,de Nevers,5431,mo,panama,9.18,9.3,79.16,-79.27,850,0.5,,,27.5,3.2,1,0.5,,,,20,30,22,99,15,,2,2.5,1,13.2,5.2,2.5,2.5,2.7,1,,,,1,1,0,1,0,0,1,1,0,,,0,0,1,,,0,,,,apr,,,1,0,0,0,yellow,-0.301029996,,,1.439332694,0.505149978,1,-0.301029996,1.301029996,1.477121255,1.342422681,1.995635195,1.176091259,,0.301029996,0.397940009,1,1.120573931,0.716003344,0.431363764,,,,
55,Calyptrogyne,deneversii,,de Nevers,6189,ny,panama,9.19,9.32,78.55,-78.92,350,,,61,44,3.8,1,2,,,,15,22,34.8,150,36,30,3.5,3.6,1,,5.4,2.4,2.5,2.5,1,,,12,1,1,0,1,0,0,1,1,0,0,1,0,0,1,,,0,nov,nov,,,,,1,0,0,0,,,,1.785329835,1.643452676,0.579783597,1,0.301029996,1.176091259,1.342422681,1.541579244,2.176091259,1.556302501,1.477121255,0.544068044,0.556302501,1,,0.73239376,0.397940009,,,,
54,Calyptrogyne,deneversii,,de Nevers,6200,ny,panama,9.19,9.32,78.55,-78.92,350,,,,44,3.8,1,0.4,,,,37,22,24,111,28.7,23,2.8,1.6,1,,5.2,2.5,2.2,4,2,6.9,9.7,9,1,1,0,1,0,0,1,1,0,0,1,0,0,1,,,0,nov,,,nov,,,1,0,0,0,,,,,1.643452676,0.579783597,1,-0.397940009,1.568201724,1.342422681,1.380211242,2.045322979,1.457881897,1.361727836,0.447158031,0.204119983,1,,0.716003344,0.602059991,0.838849091,0.986771734,,0
204,Calyptrogyne,deneversii,,de Nevers,7295,cas,panama,9.19,9.32,78.55,-78.92,350,,,47.5,43.5,3.9,1,1.5,,,,30,20,22.7,109.5,23,29.7,3.2,4,1,,5.2,2.4,2,3.6,2,7.1,10,,1,1,0,1,0,0,1,1,0,0,1,0,0,1,,,,mar,,,,mar,,1,0,0,0,,,,1.67669361,1.638489257,0.591064607,1,0.176091259,1.477121255,1.301029996,1.356025857,2.039414119,1.361727836,1.472756449,0.505149978,0.602059991,1,,0.716003344,0.556302501,0.851258349,1,,0
393,Calyptrogyne,deneversii,,de Nevers,6198,mo,panama,9.19,9.32,78.55,-78.92,350,,,,38,2.9,1,2.3,,,,30,17,30.5,104,27.5,,2.4,3.4,1,15.3,4.8,2.7,2,4,1,,,11,1,1,0,1,0,0,1,1,0,,,0,0,1,,,,,,,,,nov,1,0,,0,,,,,1.579783597,0.462397998,1,0.361727836,1.477121255,1.230448921,1.484299839,2.017033339,1.439332694,,0.380211242,0.531478917,1,1.184691431,0.681241237,0.602059991,,,,
74,Calyptrogyne,deneversii,,de Nevers,5207,ny,panama,9.19,9.32,78.55,-78.92,350,0.2,,,49.5,5.2,1,2,,,,21,30,24.5,114,25,,2.8,2.8,1,14,5.1,2.9,2.5,3.2,2,8.4,11.6,,1,1,0,1,0,0,1,1,0,,,0,0,1,,,0,,,,,apr,,1,0,0,0,,-0.698970004,,,1.694605199,0.716003344,1,0.301029996,1.322219295,1.477121255,1.389166084,2.056904851,1.397940009,,0.447158031,0.447158031,1,1.146128036,0.707570176,0.505149978,0.924279286,1.064457989,,0
310,Calyptrogyne,fortunensis,,Read,8538,us,panama,8.47,8.78,82.12,-82.2,900,,,,,4.5,,2,1.2,4,2.8,63,17,25,69.5,11.5,21.7,4.4,0.8,1,14,5.9,2.5,1.3,2.5,0,,,,1,1,1,2,0,0,3,0,0,1,0,0,0,1,,,,jan,jan,,,,,1,0,0,1,,,,,,0.653212514,,0.301029996,1.799340549,1.230448921,1.397940009,1.841984805,1.06069784,1.336459734,0.643452676,-0.096910013,1,1.146128036,0.770852012,0.397940009,,,,
385,Calyptrogyne,fortunensis,,DArcy,16363,mo,panama,8.32,8.53,81.5,-81.83,1500,,,,40.5,3.3,,1.8,0.5,2.2,1.7,83,15,27,,,,4.3,1.5,1,18.6,5.3,2.2,1.5,2.4,1,,,,1,1,1,2,0,0,3,,0,,,0,0,1,,,,,,,jun,,,,0,0,1,,,,,1.607455023,0.51851394,,0.255272505,1.919078092,1.176091259,1.431363764,,,,0.633468456,0.176091259,1,1.269512944,0.72427587,0.380211242,,,,0
384,Calyptrogyne,fortunensis,,Churchill,5311,mo,panama,8.47,8.78,82.13,-82.22,1350,1,,,,4.1,,0,1.2,3.8,2.6,90,,,,,21.5,,1,1,17.5,5.6,2.4,2,3.7,1,,,,,1,1,2,,0,3,,0,1,0,0,0,1,,,,,,,may,,,,1,0,1,,0,,,,0.612783857,,,1.954242509,,,,,1.33243846,,0,1,1.243038049,0.748188027,0.568201724,,,,0
257,Calyptrogyne,fortunensis,,Knudsen,645,scz,panama,8.45,8.75,82.1,-82.17,1200,,,,,,,,,,,78,,,,,21.5,3.7,0.9,1,14.4,4.7,2.2,2.1,2.2,0,,,,1,1,,2,,0,3,,0,1,0,0,0,1,,,,,oct,,,,,,,0,1,,,,,,,,,1.892094603,,,,,1.33243846,0.568201724,-0.045757491,1,1.158362492,0.672097858,0.342422681,,,,
187,Calyptrogyne,fortunensis,,Hammel,14457,cas,panama,8.47,8.78,82.15,-82.25,1250,,,,39.5,4.6,6,0,1.8,5.5,3.7,89,12,31.3,,,22,4.5,1.1,1,19.2,5.7,2.4,1.8,3,1,,,,1,1,1,2,0,0,3,1,0,1,0,0,0,1,,,,feb,feb,,,,,1,1,0,1,,,,,1.596597096,0.662757832,2.449489743,,1.949390007,1.079181246,1.495544338,,,1.342422681,0.653212514,0.041392685,1,1.283301229,0.755874856,0.477121255,,,,0
444,Calyptrogyne,fortunensis,,Churchill,5885,mo,panama,8.45,8.75,82.13,-82.22,1100,,,,35,4.5,5,0.7,0.6,2.7,2.1,46,15,23.5,,,,4,0.9,1,12.4,6.2,2.3,2.3,2.5,2,,,3,1,1,1,2,0,0,3,,0,1,0,0,0,1,,0.2,1,aug,,,,,aug,0,1,0,1,,,,,1.544068044,0.653212514,2.236067977,-0.15490196,1.662757832,1.176091259,1.371067862,,,,0.602059991,-0.045757491,1,1.093421685,0.792391689,0.397940009,,,-0.698970004,
164,Calyptrogyne,ghiesbreghtiana,ghiesbreghti,Miranda,6631,mexu,mexico,17.31,17.52,93.04,-93.07,,,,,,,,,,,,,16,,,,,3.4,0.9,1,,5.3,2.2,2.7,3.8,2,8.3,12.3,,,0,,1,,0,0,,,,,0,0,0,,,,,,,,aug,,,0,0,1,,,,,,,,,,1.204119983,,,,,0.531478917,-0.045757491,1,,0.72427587,0.579783597,0.919078092,1.089905111,,
159,Calyptrogyne,ghiesbreghtiana,ghiesbreghti,Guadarrama,1330,mexu,mexico,17.18,17.3,92.57,-92.95,,,,,77,,4,0.5,2.1,2.5,0.4,41,13,,,,,,1.3,1,30.5,5.4,3,3,4.5,2,8.2,12.5,,,0,1,1,0,0,0,0,0,,,0,0,0,,,,,,,,aug,,0,0,0,1,,,,,1.886490725,,2,-0.301029996,1.612783857,1.113943352,,,,,,0.113943352,1,1.484299839,0.73239376,0.653212514,0.913813852,1.096910013,,
160,Calyptrogyne,ghiesbreghtiana,ghiesbreghti,Hernandez,289,mexu,mexico,17.28,17.47,92.46,-92.77,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,14.8,,,,1,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,0.944482672,1.170261715,,
161,Calyptrogyne,ghiesbreghtiana,ghiesbreghti,Guadarrama,,mexu,mexico,17.33,17.55,92.57,-92.95,,,,,,,,,,,,,17,,,,,3.6,1.6,1,23.5,6.2,2.7,3,4,2,7.5,13.5,,,0,1,1,,0,0,,0,,,0,0,0,,,,,,,,nov,,,0,0,1,,,,,,,,,,1.230448921,,,,,0.556302501,0.204119983,1,1.371067862,0.792391689,0.602059991,0.875061263,1.130333768,,
162,Calyptrogyne,ghiesbreghtiana,ghiesbreghti,Guadarrama,5043,mexu,mexico,17.2,17.33,93.36,-93.6,255,,,,,,,,,,,,16,,,,,3.4,0.8,1,,5.4,2.5,1.7,3,1,,,,,0,,1,0,0,0,,,,,0,0,0,,,,,,,mar,,,,0,0,1,,,,,,,,,,1.204119983,,,,,0.531478917,-0.096910013,1,,0.73239376,0.477121255,,,,
563,Calyptrogyne,ghiesbreghtiana,ghiesbreghti,Doyle,235,us,mexico,17.25,17.43,93.02,-93.05,,,,56,,5.8,,,,,,,,,,,39,3.2,1.7,1,24.5,5.3,2.5,2.5,3,0,,,,,0,1,1,,0,0,1,0,0,0,0,0,0,0,,,,jan,,,,,0,0,0,1,,,,1.748188027,,0.763427994,,,,,,,,1.591064607,0.505149978,0.230448921,1,1.389166084,0.72427587,0.477121255,,,,
163,Calyptrogyne,ghiesbreghtiana,ghiesbreghti,Guadarrama,186,mexu,mexico,17.33,17.55,92.57,-92.95,,,,,57.5,4.9,8,,,,,,,,,,,5.1,1.7,1,31.4,6.1,2.1,3.6,4.3,2,7.3,13.2,,,0,1,1,,0,0,,,,,0,0,0,,,,,,,,sep,,,0,0,1,,,,,1.759667845,0.69019608,2.828427125,,,,,,,,0.707570176,0.230448921,1,1.496929648,0.785329835,0.633468456,0.86332286,1.120573931,,0
106,Calyptrogyne,ghiesbreghtiana,glauca,Bunting,875,f,nicaragua,10.55,10.92,83.42,-83.7,25,,,,,11.7,,1.3,,,,27,17,,,,52,7.8,4.5,1,36,8.9,2.8,3.1,4.7,2,,,,,0,,1,,0,0,,,0,0,,,,,,,,,,,,,,0,0,1,,,,,,1.068185862,,0.113943352,1.431363764,1.230448921,,,,1.716003344,0.892094603,0.653212514,1,1.556302501,0.949390007,0.672097858,,,,
108,Calyptrogyne,ghiesbreghtiana,glauca,Folsom,8782,f,costa rica,10.26,10.43,84.01,-84.02,100,0.5,,,,5.5,,10.5,,,,28,20,38.5,,,,3.6,1.5,1,24.3,5.7,2.8,2.9,4.2,0,,,,,0,1,1,0,0,0,,0,0,0,0,0,0,,,,,,feb,,,,0,0,0,1,,-0.301029996,,,,0.740362689,,1.021189299,1.447158031,1.301029996,1.58546073,,,,0.556302501,0.176091259,1,1.385606274,0.755874856,0.62324929,,,,
504,Calyptrogyne,ghiesbreghtiana,glauca,Moreno,14917,mo,nicaragua,11.36,11.6,83.51,-83.85,10,,,,,,,,,,,,,,,,,3.3,1,1,20.6,4.7,2.1,1.8,4.8,,,,,,0,1,1,0,0,0,,0,,,0,0,0,,,,,,,feb,,,0,0,0,1,,,,,,,,,,,,,,,0.51851394,0,1,1.31386722,0.672097858,0.681241237,,,,
505,Calyptrogyne,ghiesbreghtiana,glauca,Vargas,304,mo,costa rica,10.17,10.28,84.02,-84.03,500,,,,,9.2,1,3.2,,,,22,21,,,,,5.3,1.8,1,30.8,8.2,2.3,3,3.7,2,6.2,11.6,,,0,1,1,0,0,0,,0,,,0,0,0,,,,,,,nov,,,0,0,0,0,,,,,,0.963787827,1,0.505149978,1.342422681,1.322219295,,,,,0.72427587,0.255272505,1,1.488550717,0.913813852,0.568201724,0.792391689,1.064457989,,
