Species,Genus,Subspecies,Preliminary,Group,Status,Herbarium,Collector,Colnumber,Country,Area,Latitude,Dlatitude,Longitude,Dlongitude,Elevation,Stemlength,Stemdiameter,Petiole,Rachislen,Numpin,Pinlength,Pinwidth,Apjoin,Stinflolen,Straclen,Pisinflolen,Psraclen,Fruitlen,Fruitdiam,Solclu,Climbs,Sheath,Mottle,Dactyl,Elasti,Latifo,Hetera,Unifar,Dasyac,Discol,Phispi,Bulbou,Swelli,Gracil,Needle,Pholid,Petmar,Upward,Pachys,Hairli,Scabrid,Exilis,Intersp,Horseh,Ingens,Siphon,Minute,Moti,Spiral,Detach,Spicul,Nospin,Latmar,Spines,Corrug,Ocrflo,Ocrpog,Ocrlep,Ocrlae,Ocrdiv,Ocrcil,Ocrwal,Ocrpoi,Ocrpal,Ocrlon,Ocrtru,Ocrset,Ocrerin,Ocrsip,Ocrcon,Ocrgur,Ocrper,Ocrrho,Ocrjav,Ocrpse,Ocrpip,Ocrurs,Ocrrha,Flagel,Rachis,Rachil,Wooly,Racir,Pinnae,Pinsha,Divari,Insign,Hairy,Specta,Grayis,Erinac,Reddis,Tufted,Phvein,Sweptb,Proxim,Distal,Pinfew,Semelp,Rootin,Infpos,Infdae,Inflag,Infall,Infper,Inferi,Infpal,Infaru,Pedunc,Prophy,Murpro,Pedice,Piviti,Piinop,Pilobb,Pidisp,Pidimo,Pirecu,Picand,Rbcalo,Rbcera,Rbtatt,Rbpalu,Rbconi,Rbviti,Rbtubu,Rbanom,Rbplat,Rberin,Rbpogo,Rbsiph,Rbdaem,Piptos,Papery,Fimbri,Racped,Polyst,Retisp,Raclon,Ciliar,Laevig,Murica,Staord,Rblack,Starrg,Stflel,Sepals,Sepfle,Exsert,Stamen,Filame,Pisord,Ppdiva,Ridley,Tetrad,Pirasp,Cellat,Dyaped,Bracte,Pistom,Neuter,Cupula,Frshap,Perian,Scales,Dragon,Glossy,Fringe,Seeded,Attach,Renifo,Seedsu,Sarcot,Raphe,Endosp,Embryo,Frucol
johnsii,Calamus,,C. johnsii,Sahul flagellate,staminate,BRIT,R. Johns,11279,Papua New Guinea,,10,-10.00,151,151.00,,,1.1,0.1,16.7,5,19.3,4.7,4,,0.7,,,,,,1,0,4,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,0,1,0,1,1,2,2,2,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
johnsii,Calamus,,C. johnsii,Sahul flagellate,staminate,NY,D. Daly,13538,Papua New Guinea,,11.3,-11.50,153.34,153.56,250,,0.4,3.3,19.2,4,21.2,2.6,2.5,79,1.7,,,,,,1,0,4,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,0,1,0,1,1,2,2,2,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
kampucheaensis,Calamus,,C. kampucheaensis,C. longisetus,pist/stam,NY,A. Henderson,3842,Cambodia,,12.12,12.20,102.54,102.90,1200,2,2.5,67.5,38,87,30.5,1.5,0.5,,5.5,84,8.5,,,1,0,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,3,1,1,3,1,0,1,2,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,6,1,1,0,1,1,1,1,1,1,1,1,1,0,2,1,1,2,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,1,1,0,1,1,2,0,1,1,1,1,,1,1,1,0,,,,,,,,,
kandariensis,Calamus,,C. kandariensis,C. adspersus,pistillate,BO,G. Kjelberg,2398,Indonesia,Sulawesi,2.4,-2.66,121.09,121.15,,5,,13,50,7,27,3.5,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,5,1,0,1,1,2,2,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,0,1,1,1,1,1,1,1,1,1,2,1,0,2,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,0,1,1,0,2,1,1,1,0,0,1,1,1,2,,,,,,,,,
kandariensis,Calamus,,C. minahassae,C. adspersus,pistillate,BO,A. Hoornstra,14,Indonesia,Sulawesi,2.45,-2.75,121.09,121.15,300,,,,,,,,,,,,5,15.8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kandariensis,Calamus,,C. minahassae,C. adspersus,pistillate,K,A. Powling,35,Indonesia,Sulawesi,5.18,-5.30,122.48,122.80,,,1.99,9.5,,,22,4.7,,,,,2.5,,,,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,0,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,5,1,0,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,0,6,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,0,2,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,1,0,1,1,0,2,1,1,1,0,0,1,1,1,2,,,,,,,,,
kandariensis,Calamus,,C. paucijugus,C. adspersus,pistillate,BO,A. Waturandang,25,Indonesia,Sulawesi,2.42,-2.70,121.08,121.13,,,2.32,,,,,,,,,,4,,,,,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,0,1,2,1,1,1,1,1,1,2,1,1,0,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,1,1,1,0,6,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,0,2,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,1,0,1,1,0,2,1,1,,,,,,,,,,,,,,,,
kandariensis,Calamus,,C. paucijugus,C. adspersus,pistillate,FI,K. Heyne,6,Indonesia,Sulawesi,4.31,-4.51,120.19,120.31,,,1.23,14.7,71.7,8,24,3.6,,,,,2,,,,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,0,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,5,2,0,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,6,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,0,2,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,1,0,1,1,0,2,1,1,,,,,,,,,,,,,,,,
kandariensis,Calamus,,C. paucijugus,C. adspersus,pistillate,FI,K. Heyne,2598,Indonesia,Sulawesi,4.31,-4.51,120.19,120.31,,,1.46,10.5,,,26.5,3.2,,,,,1.3,,,,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,0,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,5,2,0,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,0,6,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,0,2,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,1,0,1,1,0,2,1,1,,,,,,,,,,,,,,,,
kandariensis,Calamus,,C. kandariensis,C. adspersus,pistillate,BO,T. Whitmore,3402,Indonesia,Sulawesi,0.32,0.53,123.45,123.75,250,4,1.11,14,,,19.5,1.2,,,,70,1,16.9,8.2,,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,0,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,5,1,0,1,1,2,2,2,1,1,1,1,1,,,1,1,1,0,1,1,1,1,1,1,0,6,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,0,2,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,2,1,1,0,1,1,0,2,1,1,1,0,0,1,1,1,2,0,1,9,0,2,0,0,0,dull brown
kandariensis,Calamus,,C. kandariensis,C. adspersus,pistillate,NY,A. Henderson,4375,Indonesia,Sulawesi,1.36,-1.60,120.03,120.05,471,20,,7,118,9,25.7,6.8,,,,259,6.2,20,9.4,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,0,3,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,2,1,5,4,0,1,1,2,2,2,1,1,1,1,0,1,1,1,1,1,,1,1,1,1,1,1,0,6,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,0,2,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,0,1,1,0,2,1,1,1,0,0,1,1,1,2,0,1,9,0,2,0,0,0,orange-brown
kandariensis,Calamus,,C. minahassae,C. adspersus,pistillate,K,S. Siebert,26,Indonesia,Sulawesi,1.36,-1.60,119.52,119.86,800,40,1.46,,,,27.5,7,,,,,5,,,,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,,1,2,1,1,1,1,1,1,2,1,1,0,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,5,4,0,1,1,2,2,2,1,1,1,1,,,,1,,,,,,,,,,,,,,1,0,1,1,1,1,1,1,1,1,1,2,1,0,2,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,,,,,,,,,,,1,1,1,0,1,1,0,2,1,1,1,0,0,1,1,1,2,0,1,9,0,2,0,0,0,
kandariensis,Calamus,,C. kandariensis,C. adspersus,staminate,FI,O. Beccari,s.n.,Indonesia,Sulawesi,4.03,-4.05,122.3,122.50,,,0.92,4.5,42.5,11,19,2.3,,,,,,,,,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,0,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,5,1,0,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,0,6,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,0,2,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kandariensis,Calamus,,C. minahassae,C. adspersus,staminate,BO,H. Reppie,40,Indonesia,Sulawesi,2.45,-2.75,121.09,121.15,,20,1.13,,,,,,,140,1,,,,,,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,1,1,1,0,6,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,0,2,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,1,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kandariensis,Calamus,,C. kandariensis,C. adspersus,staminate,NY,A. Henderson,4336,Indonesia,Sulawesi,1.39,-1.65,120.17,120.28,1237,5,,2.5,135,12,32.2,3.4,,158,1,,,,,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,0,3,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,2,1,5,1,0,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,0,6,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,0,2,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
kandariensis,Calamus,,C. kandariensis,C. adspersus,staminate,NY,A. Henderson,4396,Indonesia,Sulawesi,1.13,-1.21,120.09,120.15,1237,5,,8,139.5,11,37,2.3,,244,1,,,,,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,0,3,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,2,1,5,1,0,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,0,6,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,0,2,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kandariensis,Calamus,,C. kandariensis,C. adspersus,sterile,NY,A. Henderson,4288,Indonesia,Sulawesi,1.47,-1.78,120.3,120.50,1137,6,,7,95,8,22.5,3.4,,,,,,,,,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,0,3,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,2,1,5,1,0,1,1,2,2,2,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kandariensis,Calamus,,C. kandariensis,C. adspersus,sterile,NY,A. Henderson,4331,Indonesia,Sulawesi,1.21,-1.35,120.19,120.31,1236,,,14,54,12,22.7,1.5,,,,,,,,,,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,0,3,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,2,1,5,1,0,1,1,2,2,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kandariensis,Calamus,,C. kandariensis,C. adspersus,sterile,NY,A. Henderson,4301,Indonesia,Sulawesi,0.05,-0.08,119.56,119.93,492,4,1.95,10,89,11,24.5,4.9,,,,,,,,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,0,3,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,2,1,5,1,0,1,1,2,2,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kandariensis,Calamus,,C. kandariensis,C. adspersus,sterile,NY,A. Henderson,4231,Indonesia,Sulawesi,0.43,-0.71,119.59,119.98,807,4,,14,62,11,26.5,2,,,,,,,,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,0,3,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,2,1,5,1,0,1,1,2,2,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kandariensis,Calamus,,C. kandariensis,C. adspersus,sterile,NY,A. Henderson,4230,Indonesia,Sulawesi,0.43,-0.71,119.59,119.98,807,6,,7.5,83,12,37.5,4.7,,,,,,,,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,0,3,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,2,1,5,1,0,1,1,2,2,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kandariensis,Calamus,,C. kandariensis,C. adspersus,sterile,NY,A. Henderson,4365,Indonesia,Sulawesi,1.35,-1.58,120.33,120.55,1053,4,,9,94,8,26,4,,,,,,,,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,0,3,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,2,1,5,2,0,1,1,2,2,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kandariensis,Calamus,,C. kandariensis,C. adspersus,sterile,K,S. Siebert,23,Indonesia,Sulawesi,1.45,-1.75,120.1,120.16,1100,50,0.99,,,,24.5,1.6,,,,,,,,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,0,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,5,1,0,1,1,2,2,2,1,1,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kandariensis,Calamus,,C. kandariensis,C. adspersus,sterile,K,S. Siebert,28,Indonesia,Sulawesi,1.43,-1.71,120.07,120.11,1200,50,0.75,,,,22,1,,,,,,,,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,0,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,5,1,0,1,1,2,2,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kandariensis,Calamus,,C. minahassae,C. adspersus,sterile,BO,D. Getto,28,Indonesia,Sulawesi,1.39,-1.65,120.1,120.16,1434,,0.81,,,,20.5,3.4,,,,,,,,0,1,0,1,0,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,0,3,1,1,,1,1,1,2,1,1,1,1,1,1,,1,2,1,5,4,0,1,1,2,2,2,1,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kandariensis,Calamus,,C. minahassae,C. adspersus,sterile,K,Anggana,59,Indonesia,Sulawesi,1.26,-1.43,119.51,119.85,400,12,1.77,7,,,,,,,,,,,,,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,0,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,5,4,0,1,,2,2,2,1,1,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
karuensis,Calamus,,C. karuensis,Sundaland flagellate,pistillate,SING,A. Batten-Pooll,L,Indonesia,Sulawesi,2.45,2.75,98.32,98.53,1880,,,,,,,,,,,,,31,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
karuensis,Calamus,,C. karuensis,Sundaland flagellate,pistillate,BM,A. Alston,14908,Indonesia,Sumatra,2.45,2.75,98.32,98.53,,,,,,,,,,,,,,28.4,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,0,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,,,,1,0,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,1,0,1,0,0,2,1,1,,1,0,1,1,1,2,0,1,,,,,,,
karuensis,Calamus,,C. karuensis,Sundaland flagellate,pistillate,NY,W. Bangham,989,Indonesia,Sumatra,3.13,3.21,98.32,98.53,,,,,,,,,,,,,7,34.9,19.8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,0,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,,,,,,,,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,0,1,0,0,2,1,1,1,1,0,1,1,1,2,0,1,1,0,2,0,1,0,
karuensis,Calamus,,C. karuensis,Sundaland flagellate,pistillate,NY,H. Bartlett,8531,Indonesia,Sumatra,3.14,3.23,98.3,98.50,,,,,,,39.5,2.3,1,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,0,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,,,,,,,,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,1,3,5,1,1,1,1,1,,,,,,,,,,,,,,,,,0,1,0,0,2,1,1,,1,0,1,1,1,2,0,1,1,0,2,,1,0,
karuensis,Calamus,,C. karuensis,Sundaland flagellate,pistillate,BH,Rahmat Si Boeea,10283,Indonesia,Sumatra,2.32,2.53,99.07,99.11,,,,,,,45.5,4.6,6,,,,2,30.1,16.3,,,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,0,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,0,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,,1,0,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,1,3,5,1,1,1,1,1,,,,,,,,,,,,,,1,1,,0,1,0,0,2,1,1,,1,0,1,1,1,2,0,1,,,,,,,
karuensis,Calamus,,C. karuensis,Sundaland flagellate,pistillate,BM,A. Alston,15176,Indonesia,Sumatra,2.41,2.68,98.19,98.31,,,2.04,,,,,3.3,,,,,2.5,28.6,17.4,,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,0,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,0,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,,,1,0,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,1,0,1,0,0,2,1,1,,1,0,1,1,1,2,0,1,,,,,,,
karuensis,Calamus,,C. karuensis,Sundaland flagellate,pistillate,BO,J. Dransfield,3408,Indonesia,Sumatra,3.12,3.20,98.28,98.46,1300,3,3.09,30,,13,38,4.1,2.5,,,120,3.5,,,0,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,0,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,0,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,0,1,0,0,2,1,1,,,,,,,,,,,,,,,,
karuensis,Calamus,,C. karuensis,Sundaland flagellate,pistillate,BO,J. Dransfield,1865,Indonesia,Sumatra,3.43,3.71,97.29,97.48,1800,10,2.17,7,,15,39.5,4.3,5,,,100,5,27.4,15.7,1,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,0,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,0,1,2,1,0,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,0,1,0,0,2,1,1,,1,0,1,1,1,2,0,1,1,0,2,,,,chestnut brown
karuensis,Calamus,,C. karuensis,Sundaland flagellate,staminate,K,H. Ridley,s.n.,Indonesia,Sumatra,3.1,3.16,98.3,98.50,,,,,,,43.5,4,,,2.4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,0,1,1,1,2,2,2,1,1,1,1,1,,,1,,1,,1,0,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
karuensis,Calamus,,C. karuensis,Sundaland flagellate,staminate,BO,J. Dransfield,3409,Indonesia,Sumatra,,,,,1300,3,,30,,13,41,4.4,,120,,,,,,,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,0,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,0,1,2,1,,0,1,1,1,2,2,2,1,1,1,1,,1,1,1,1,,1,1,,,,,,,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
