Number,Genus,Species,Subspecies,Preliminary,Herbarium,Collector,Colnumber,Country,Latitude,Dlatitude,Longitude,Dlongitude,Elevation,Plheight,Stemlength,Stemdiameter,Leafnumber,Sheath,Petiole,Rachislen,Nodivisions,Pinlen,Pinwid,Pedbract,Pedunclelen,Straclen,Stracnum,Stflowlen,Nostamen,Psraclen,Psracnum,Fruitlen,Fruitdiam,Seeds,Acaule,Vertic,Petiol,Shefib,Pinnae,Ahairs,Auricl,Flabel,Starac,Toment,Bracte,Arrang,Stampe,Surfac,Granul,Margin,Stamen,Stalen,Anther,Pisrac,Cuspid,Pismar,String,Angled,Frgray,Fibers,Locpit,Endbas,Xfiber,Endfib,Seeded,Opercu,Hollow,Fruitcolor
,Attalea,insignis,,S. insignis,NY,Bernal,2044,Colombia,0.08,-0.13,74.53,-74.88,240,,,,8,,370,527,130,,3.8,,,19.5,46,10,6,,,,,,2,,2,,3,,1,1,1,1,1,6,2,2,2,2,1,2,1,,,,,,,,,,,,,,,
415,Attalea,insignis,,S. insignis,COAH,Lopez,4448,Colombia,2.3,-2.5,70.04,-70.06,200,,,,,,,,,,,,,,,,,,,56.4,37.9,,2,,,,3,,1,1,,,,,,,,,,,,,,2,,2,2,,,,,,,,,
416,Attalea,insignis,,S. insignis,COAH,Lopez,3350,Colombia,1.55,-1.91,71.43,-71.71,,,,,7,,280,,110,,,,,10.5,,11.1,6,,,,,,2,,,,3,,1,1,,1,1,6,2,2,2,2,1,2,1,,,,,,,,,,,,,,,brown
417,Attalea,insignis,,S. insignis,COAH,Lopez,1807,Colombia,2.13,2.21,72.43,-72.71,200,,,,5,,,,,,,,,,,,,,,55,42.1,,2,,,,3,,1,1,,,,,,,,,,,,2,,2,,2,2,,,,,,,,,
418,Attalea,insignis,,S. insignis,COAH,Galeano,7510,Colombia,5.05,5.08,72.28,-72.46,240,,,,9,,,555,161,,,,,,,,,,,,,,2,,2,,3,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,cream
420,Attalea,insignis,,S. insignis,COAH,Torres,1100,Colombia,0.35,-0.58,72.25,-72.41,,,,,,,,,,,,,,14.5,,10.2,6,,,,,,2,,,,,,,,,1,1,6,2,2,2,2,1,2,1,,,,,,,,,,,,,,,
421,Attalea,insignis,,S. insignis,COAH,Urrego,1018,Colombia,0.55,-0.91,72,-72,,2,,,,,,,,,,,,,,,,,,,,,2,,,,3,,1,1,,,,,,,,,,,,,,2,,,,,,,,,,,,
426,Attalea,insignis,,S. insignis,COAH,Sanchez,329,Colombia,,,,,,5,,,,,,,,,,,,,,,,,,65.9,29.4,,,,,,3,,1,1,,,,,,,,,,,,,,,,2,2,,,,,,,,,brown-red
427,Attalea,insignis,,S. insignis,COAH,Arias,1855,Colombia,2.55,-2.91,69.5,-69.83,,,,,,,,,,,,,,14.5,,11.2,6,,,,,,,,,,3,,1,1,,1,1,6,2,2,2,2,1,2,1,,,,,,,,,,,,,,,
509,Attalea,insignis,,S. insignis,K,Vasquez,3766,Peru,3.18,-3.3,72.55,-72.91,130,,,,,,,,,,,,,,,,,1.5,,,,,2,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,Attalea,insignis,,S. insignis,P,Triana,731,Colombia,,,,,300,,,,,,,,,,,,,16,,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,Attalea,insignis,,S. insignis,US,Hermann,11208,Colombia,4.05,4.08,72.58,-72.96,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Attalea,insignis,,S. insignis,US,Killip,34270,Colombia,4.02,4.03,73.29,-73.48,,,,,,,,,,,2.8,,,,,,,,,63.3,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,Attalea,insignis,,S. insignis,MO,Rudas,4583,Colombia,3.02,-3.03,70,-70,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,Attalea,insignis,,S. insignis,MO,Ceron,3461,Ecuador,0.52,-0.86,76.05,-76.08,230,7,,,7,,,,,64,3.7,,,,,,,,,75.1,32.9,,,,,,,3,,,,,,,,,,,,,,,,,,2,2,,,,1,2,,,,
669,Attalea,insignis,,S. insignis,MO,Ceron,3203,Ecuador,0.52,-0.86,76.05,-76.08,230,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,Attalea,insignis,,S. insignis,MO,Palacios,2374,Ecuador,0.57,-0.95,76.13,-76.21,230,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,Attalea,insignis,,S. insignis,MO,Vasquez,16824,Peru,3.15,-3.25,72.54,-72.9,140,,,,,,,,,,,,,15.5,,12.6,6,,,,,,2,,,,3,,1,1,,1,1,6,2,2,2,2,1,2,1,,,,,,,,,,,,,,,
673,Attalea,insignis,,S. insignis,MO,Rudas,2168,Colombia,3.03,-3.05,70.03,-70.05,100,,,,,,,,,,,,,9.7,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,Attalea,insignis,,S. insignis,MO,Gentry,42634,Peru,3.15,-3.25,72.55,-72.91,130,,,,,,,,,,,,,17,,10.6,,,,,,,2,,,,3,,1,,,1,1,6,2,2,2,2,1,2,1,,,,,,,,,,,,,,,
419,Attalea,insignis,,S. insignis,COAH,Castro,5496,Colombia,2.15,2.25,75.15,-75.25,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,
214,Attalea,luetzelburgii,,O. luetzelburgii,NY,Wessels Boer,2357,Venezuela,1.25,1.41,66.5,-66.83,120,,,,6,50,150,490,85,76.5,4.5,80,,6,100,5.5,,,,,,,2,,2,,1,3,2,,1,,1,3,4,,2,2,,,,,,2,,,,,,,,,,,,
215,Attalea,luetzelburgii,,O. luetzelburgii,NY,Wessels Boer,2374,Venezuela,1.25,1.41,66.5,-66.83,120,,,,,50,90,460,89,84.5,4,70,,,,8,6,2,105,54.6,23.1,1,2,2,2,2,1,3,2,1,,2,1,3,4,1,2,2,1,3,2,,,2,2,2,2,2,1,2,2,,2,2,,
453,Attalea,luetzelburgii,,O. luetzelburgii,COL,Cuatrecasas,7172,Colombia,0.49,0.81,70.47,-70.76,400,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,2,2,,,,3,4,1,2,2,1,3,2,,,,,,,,,,,,,,,
455,Attalea,luetzelburgii,,O. luetzelburgii,COL,Bernal,3630,Colombia,1.05,1.08,69.39,-69.65,160,,,,5,,,,72,,,55,,8.5,,6.4,,2.5,,,,,2,,2,,1,,2,,1,2,1,3,,,,,,,,1,,2,,,,,,,,,,,,
460,Attalea,luetzelburgii,,O. luetzelburgii,COL,"Galeano, M.",1124,Colombia,1.15,1.25,70.1,-70.16,,2.5,,,,,50,,,,,,,,,,,,,,,,2,,2,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,Attalea,luetzelburgii,,O. luetzelburgii,COL,Zarucchi,2107,Colombia,1.12,1.2,70.1,-70.16,,2.5,,,,,,,,,,,,,,,,,,,,,2,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,Attalea,luetzelburgii,,O. luetzelburgii,COL,Schultes,19207,Colombia,0.45,0.75,70.3,-70.5,,,,,,,,,,44,2.9,,,,,,,,,49.9,19.9,1,,,,,1,,2,2,,,,,,,,,,,,1,1,2,,2,2,,,,2,,,,,
568,Attalea,luetzelburgii,,O. luetzelburgii,BH,Froes,28741,Brazil,0.21,0.35,67.19,-67.32,,,,,,,,,,,,,,3.5,,6.5,6,,,,,,,,,,,,,,1,2,1,3,4,1,2,2,1,3,2,,,,,,,,,,,,,,,
569,Attalea,luetzelburgii,,O. luetzelburgii,BH,Schultes,17518,Colombia,0.2,-0.33,70.3,-70.5,,,,,,,,,,,,,,,,,,3.8,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
581,Attalea,luetzelburgii,,O. luetzelburgii,BH,Schultes,5856,Colombia,1.26,1.43,70.15,-70.25,,,,,,,,,72,,,,,,,,,,,,,,,,,,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,
614,Attalea,luetzelburgii,,O. luetzelburgii,US,Kress,913331,Colombia,1.11,1.19,70.1,-70.17,225,,,,,,,,,,,,,7.4,,6.8,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,Attalea,maripa,,M. maripa,F,Steyermark,58064,Venezuela,3.21,3.35,65.42,-65.7,260,,,,,,,,,,,,,,,,,,,42.7,24.7,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,
800,Attalea,maripa,,M. maripa,F,Beltran,572,Peru,2.28,-2.46,75.47,-75.78,190,20,,,,,,,,,,,,,,,,,,46.3,20.2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,
216,Attalea,maripa,,M. maripa,NY,Fleck,798,Peru,5.17,-5.28,73.09,-73.15,150,,16.24,26,18,,,,,,3.5,,,22.5,,8.2,6,,,,,,1,,,,3,3,2,2,,1,1,6,8,2,2,2,1,1,1,,,,,,,,,,,,,,,
217,Attalea,maripa,,M. maripa,NY,Wessels Boer,288,Surinam,5.46,5.76,55.02,-55.03,,,12,35,,,,,,,,,,15.5,,11.2,6,,,,,,1,,,,,,,,,1,1,6,8,2,2,2,1,1,1,,,2,1,,,,,,,,,,,
218,Attalea,maripa,,M. maripa,NY,Alexiades,1253,Peru,12.32,-12.53,68.4,-68.66,180,,,,10,100,120,,,,,,,17,,9.1,6,,,,,,1,,1,,3,,2,,,1,1,6,8,2,2,2,1,1,1,,,,,,,,,,,,,,,
219,Attalea,maripa,,M. maripa,NY,Krukoff,7065,Brazil,7.45,-7.75,62.45,-62.75,,,,,,,,,,,,,,15,,10.7,6,,,,,,1,,,,3,,2,2,,1,1,6,8,2,2,2,1,1,1,,,,,,,,,,,,,,,
