taxonID,verbatimScientificName,scientificNameGBIF,scientificNameTPL,scientificNameWCVP,verbatimInfraspecificEpithet,kingdom,phylum,class,order,family,genus,originalNameUsage,morphotype,verbatimTaxonRank,GBIFID,TPLID,WCVPID
902,Calamus melanochaetes,Calamus melanochaetes,Daemonorops melanochaetes,Calamus melanochaetes,lewisiana,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D. monticola,?,Cymbospatha,http://www.gbif.org/species/5293599,http://www.theplantlist.org/tpl1.1/record/kew-55782,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665239-1
903,Calamus melanochaetes,Calamus melanochaetes,Daemonorops melanochaetes,Calamus melanochaetes,manii,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D. kurziana,pistillate,Cymbospatha,http://www.gbif.org/species/5293599,http://www.theplantlist.org/tpl1.1/record/kew-55782,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665239-1
904,Calamus melanochaetes,Calamus melanochaetes,Daemonorops melanochaetes,Calamus melanochaetes,jenkinsiana,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D. margaritae,staminate,Cymbospatha,http://www.gbif.org/species/5293599,http://www.theplantlist.org/tpl1.1/record/kew-55782,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665239-1
905,Calamus melanochaetes,Calamus melanochaetes,Daemonorops melanochaetes,Calamus melanochaetes,tenasserimica,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D. grandis,pist/stam,Cymbospatha,http://www.gbif.org/species/5293599,http://www.theplantlist.org/tpl1.1/record/kew-55782,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665239-1
906,Calamus melanochaetes,Calamus melanochaetes,Daemonorops melanochaetes,Calamus melanochaetes,grandis,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D. sepal,pistillate,Cymbospatha,http://www.gbif.org/species/5293599,http://www.theplantlist.org/tpl1.1/record/kew-55782,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665239-1
907,Calamus melanochaetes,Calamus melanochaetes,Daemonorops melanochaetes,Calamus melanochaetes,grandis,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D. melanochaetes,pistillate,Cymbospatha,http://www.gbif.org/species/5293599,http://www.theplantlist.org/tpl1.1/record/kew-55782,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665239-1
908,Calamus melanochaetes,Calamus melanochaetes,Daemonorops melanochaetes,Calamus melanochaetes,stenophylla,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D. stenophylla,?,Cymbospatha,http://www.gbif.org/species/5293599,http://www.theplantlist.org/tpl1.1/record/kew-55782,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665239-1
909,Calamus melanochaetes,Calamus melanochaetes,Daemonorops melanochaetes,Calamus melanochaetes,angustifolia,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D. angustifolia,sterile,Cymbospatha,http://www.gbif.org/species/5293599,http://www.theplantlist.org/tpl1.1/record/kew-55782,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665239-1
910,Calamus melanochaetes,Calamus melanochaetes,Daemonorops melanochaetes,Calamus melanochaetes,fissa,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D. margaritae,staminate,Cymbospatha,http://www.gbif.org/species/5293599,http://www.theplantlist.org/tpl1.1/record/kew-55782,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665239-1
911,Calamus melanochaetes,Calamus melanochaetes,Daemonorops melanochaetes,Calamus melanochaetes,lewisiana,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D. lewisiana,pistillate,Cymbospatha,http://www.gbif.org/species/5293599,http://www.theplantlist.org/tpl1.1/record/kew-55782,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665239-1
912,Calamus melanochaetes,Calamus melanochaetes,Daemonorops melanochaetes,Calamus melanochaetes,lewisiana,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D. bakauensis,pistillate,Cymbospatha,http://www.gbif.org/species/5293599,http://www.theplantlist.org/tpl1.1/record/kew-55782,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665239-1
913,Calamus melanochaetes,Calamus melanochaetes,Daemonorops melanochaetes,Calamus melanochaetes,jenkinsiana,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D. margaritae,sterile,Cymbospatha,http://www.gbif.org/species/5293599,http://www.theplantlist.org/tpl1.1/record/kew-55782,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665239-1
914,Calamus melanochaetes,Calamus melanochaetes,Daemonorops melanochaetes,Calamus melanochaetes,lewisiana,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D. fissa,pistillate,Cymbospatha,http://www.gbif.org/species/5293599,http://www.theplantlist.org/tpl1.1/record/kew-55782,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665239-1
915,Calamus melanochaetes,Calamus melanochaetes,Daemonorops melanochaetes,Calamus melanochaetes,melanochaetes,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D. treubiana,staminate,Cymbospatha,http://www.gbif.org/species/5293599,http://www.theplantlist.org/tpl1.1/record/kew-55782,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665239-1
916,Calamus melanochaetes,Calamus melanochaetes,Daemonorops melanochaetes,Calamus melanochaetes,lewisiana,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D. melanochaetes,?,Cymbospatha,http://www.gbif.org/species/5293599,http://www.theplantlist.org/tpl1.1/record/kew-55782,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665239-1
917,Calamus melanochaetes,Calamus melanochaetes,Daemonorops melanochaetes,Calamus melanochaetes,lewisiana,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D. melanochaetes,staminate,Cymbospatha,http://www.gbif.org/species/5293599,http://www.theplantlist.org/tpl1.1/record/kew-55782,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665239-1
918,Calamus melanochaetes,Calamus melanochaetes,Daemonorops melanochaetes,Calamus melanochaetes,grandis,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D. sepal,?,Cymbospatha,http://www.gbif.org/species/5293599,http://www.theplantlist.org/tpl1.1/record/kew-55782,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665239-1
919,Calamus melanochrous,Calamus melanochrous,Calamus melanochrous,Calamus melanochrous,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. melanochrous,pistillate,C. longisetus,http://www.gbif.org/species/5294498,http://www.theplantlist.org/tpl1.1/record/kew-29700,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665240-1
920,Calamus melanoloma,Calamus melanoloma,Calamus melanoloma,Calamus melanoloma,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. melanoloma,pistillate,Sundaland cirrate,http://www.gbif.org/species/5293971,http://www.theplantlist.org/tpl1.1/record/kew-29702,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665242-1
921,Calamus melanoloma,Calamus melanoloma,Calamus melanoloma,Calamus melanoloma,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. melanoloma,staminate,Sundaland cirrate,http://www.gbif.org/species/5293971,http://www.theplantlist.org/tpl1.1/record/kew-29702,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665242-1
922,Calamus melanoloma,Calamus melanoloma,Calamus melanoloma,Calamus melanoloma,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. melanoloma,sterile,Sundaland cirrate,http://www.gbif.org/species/5293971,http://www.theplantlist.org/tpl1.1/record/kew-29702,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665242-1
923,Calamus melanorhynchus,Calamus melanorhynchus,Calamus melanorhynchus,Calamus melanorhynchus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. melanorhynchus,pist/stam,Philippine flagellate,http://www.gbif.org/species/5294340,http://www.theplantlist.org/tpl1.1/record/kew-29703,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665243-1
