taxonID,verbatimScientificName,scientificNameGBIF,scientificNameTPL,scientificNameWCVP,verbatimInfraspecificEpithet,kingdom,phylum,class,order,family,genus,originalNameUsage,morphotype,verbatimTaxonRank,GBIFID,TPLID,WCVPID
297,Calamus crinitus,Calamus crinitus,Daemonorops crinita,Calamus crinitus,forbesii,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D. forbesii,pistillate,Piptospatha,http://www.gbif.org/species/5293600,http://www.theplantlist.org/tpl1.1/record/kew-55709,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665032-1
298,Calamus crinitus,Calamus crinitus,Daemonorops crinita,Calamus crinitus,sabut,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D. macrophylla,sterile,Piptospatha,http://www.gbif.org/species/5293600,http://www.theplantlist.org/tpl1.1/record/kew-55709,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665032-1
299,Calamus crinitus,Calamus crinitus,Daemonorops crinita,Calamus crinitus,crinitus,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D. sabut,?,Piptospatha,http://www.gbif.org/species/5293600,http://www.theplantlist.org/tpl1.1/record/kew-55709,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665032-1
300,Calamus crinitus,Calamus crinitus,Daemonorops crinita,Calamus crinitus,sabut,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D. sabut,staminate,Piptospatha,http://www.gbif.org/species/5293600,http://www.theplantlist.org/tpl1.1/record/kew-55709,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665032-1
301,Calamus crinitus,Calamus crinitus,Daemonorops crinita,Calamus crinitus,crinitus,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D. sabut,staminate,Piptospatha,http://www.gbif.org/species/5293600,http://www.theplantlist.org/tpl1.1/record/kew-55709,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665032-1
302,Calamus crinitus,Calamus crinitus,Daemonorops crinita,Calamus crinitus,forbesii,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D. forbesii,staminate,Piptospatha,http://www.gbif.org/species/5293600,http://www.theplantlist.org/tpl1.1/record/kew-55709,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665032-1
303,Calamus crinitus,Calamus crinitus,Daemonorops crinita,Calamus crinitus,sabut,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D. oligophylla,sterile,Piptospatha,http://www.gbif.org/species/5293600,http://www.theplantlist.org/tpl1.1/record/kew-55709,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665032-1
304,Calamus crinitus,Calamus crinitus,Daemonorops crinita,Calamus crinitus,forbesii,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D. forbesii,?,Piptospatha,http://www.gbif.org/species/5293600,http://www.theplantlist.org/tpl1.1/record/kew-55709,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665032-1
305,Calamus crinitus,Calamus crinitus,Daemonorops crinita,Calamus crinitus,forbesii,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D. forbesii,sterile,Piptospatha,http://www.gbif.org/species/5293600,http://www.theplantlist.org/tpl1.1/record/kew-55709,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665032-1
306,Calamus crinitus,Calamus crinitus,Daemonorops crinita,Calamus crinitus,sabut,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D. macrophylla,staminate,Piptospatha,http://www.gbif.org/species/5293600,http://www.theplantlist.org/tpl1.1/record/kew-55709,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665032-1
307,Calamus crinitus,Calamus crinitus,Daemonorops crinita,Calamus crinitus,sabut,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D. forbesii,pistillate,Piptospatha,http://www.gbif.org/species/5293600,http://www.theplantlist.org/tpl1.1/record/kew-55709,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665032-1
308,Calamus cristatus,Calamus cristatus,,Calamus cristatus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D. cristata,pistillate,Piptospatha,http://www.gbif.org/species/9406696,,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77145200-1
309,Calamus cristatus,Calamus cristatus,,Calamus cristatus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D. cristata,staminate,Piptospatha,http://www.gbif.org/species/9406696,,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77145200-1
310,Calamus cristatus,Calamus cristatus,,Calamus cristatus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D.  cristata,pistillate,Piptospatha,http://www.gbif.org/species/9406696,,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77145200-1
311,Calamus cristatus,Calamus cristatus,,Calamus cristatus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D. cristata,sterile,Piptospatha,http://www.gbif.org/species/9406696,,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77145200-1
312,Calamus cristatus,Calamus cristatus,,Calamus cristatus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D. cristata,pist/stam,Piptospatha,http://www.gbif.org/species/9406696,,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77145200-1
313,Calamus cristatus,Calamus cristatus,,Calamus cristatus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D.  cristata,staminate,Piptospatha,http://www.gbif.org/species/9406696,,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77145200-1
314,Calamus croftii,Calamus croftii,,Calamus croftii,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. croftii,staminate,Sahul flagellate,http://www.gbif.org/species/8888906,,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77140292-1
315,Calamus croftii,Calamus croftii,,Calamus croftii,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. croftii,pist/stam,Sahul flagellate,http://www.gbif.org/species/8888906,,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77140292-1
316,Calamus croftii,Calamus croftii,,Calamus croftii,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. croftii,pistillate,Sahul flagellate,http://www.gbif.org/species/8888906,,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77140292-1
317,Calamus cumingianus,Calamus cumingianus,Calamus cumingianus,Calamus cumingianus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. cumingianus,staminate,C. heteracanthus,http://www.gbif.org/species/5294145,http://www.theplantlist.org/tpl1.1/record/kew-29432,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665033-1
318,Calamus cumingianus,Calamus cumingianus,Calamus cumingianus,Calamus cumingianus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. cumingianus,pistillate,C. heteracanthus,http://www.gbif.org/species/5294145,http://www.theplantlist.org/tpl1.1/record/kew-29432,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665033-1
319,Calamus cumingianus,Calamus cumingianus,Calamus cumingianus,Calamus cumingianus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. cumingianus,sterile,C. heteracanthus,http://www.gbif.org/species/5294145,http://www.theplantlist.org/tpl1.1/record/kew-29432,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665033-1
320,Calamus cuthbertsonii,Calamus cuthbertsonii,Calamus cuthbertsonii,Calamus cuthbertsonii,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. brassii,pistillate,Sahul flagellate,http://www.gbif.org/species/5294435,http://www.theplantlist.org/tpl1.1/record/kew-29436,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665036-1
321,Calamus cuthbertsonii,Calamus cuthbertsonii,Calamus cuthbertsonii,Calamus cuthbertsonii,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. cuthbertsonii,pistillate,Sahul flagellate,http://www.gbif.org/species/5294435,http://www.theplantlist.org/tpl1.1/record/kew-29436,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665036-1
322,Calamus cuthbertsonii,Calamus cuthbertsonii,Calamus cuthbertsonii,Calamus cuthbertsonii,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. brassii,pist/stam,Sahul flagellate,http://www.gbif.org/species/5294435,http://www.theplantlist.org/tpl1.1/record/kew-29436,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665036-1
323,Calamus cuthbertsonii,Calamus cuthbertsonii,Calamus cuthbertsonii,Calamus cuthbertsonii,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. brassii,staminate,Sahul flagellate,http://www.gbif.org/species/5294435,http://www.theplantlist.org/tpl1.1/record/kew-29436,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665036-1
324,Calamus cuthbertsonii,Calamus cuthbertsonii,Calamus cuthbertsonii,Calamus cuthbertsonii,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. brassii,sterile,Sahul flagellate,http://www.gbif.org/species/5294435,http://www.theplantlist.org/tpl1.1/record/kew-29436,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665036-1
325,Calamus dasyacanthus,Calamus dasyacanthus,Calamus dasyacanthus,Calamus dasyacanthus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. dasyacanthus,pistillate,C. adspersus,http://www.gbif.org/species/5294480,http://www.theplantlist.org/tpl1.1/record/kew-222904,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:70028718-1
326,Calamus dasyacanthus,Calamus dasyacanthus,Calamus dasyacanthus,Calamus dasyacanthus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. dasyacanthus,sterile,C. adspersus,http://www.gbif.org/species/5294480,http://www.theplantlist.org/tpl1.1/record/kew-222904,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:70028718-1
327,Calamus deerratus,Calamus deerratus,Calamus deerratus,Calamus deerratus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. deerratus,pistillate,Afro-India flagellate,http://www.gbif.org/species/5294346,http://www.theplantlist.org/tpl1.1/record/kew-29439,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665039-1
328,Calamus deerratus,Calamus deerratus,Calamus deerratus,Calamus deerratus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. deerratus,sterile,Afro-India flagellate,http://www.gbif.org/species/5294346,http://www.theplantlist.org/tpl1.1/record/kew-29439,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665039-1
329,Calamus deerratus,Calamus deerratus,Calamus deerratus,Calamus deerratus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. deerratus,staminate,Afro-India flagellate,http://www.gbif.org/species/5294346,http://www.theplantlist.org/tpl1.1/record/kew-29439,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665039-1
330,Calamus delicatulus,Calamus delicatulus,Calamus delicatulus,Calamus delicatulus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. delicatulus,pist/stam,Afro-India flagellate,http://www.gbif.org/species/5294440,http://www.theplantlist.org/tpl1.1/record/kew-29441,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665041-1
331,Calamus delicatulus,Calamus delicatulus,Calamus delicatulus,Calamus delicatulus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. delicatulus,staminate,Afro-India flagellate,http://www.gbif.org/species/5294440,http://www.theplantlist.org/tpl1.1/record/kew-29441,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665041-1
332,Calamus densifloropsis,,,,"",,,,,,Calamus,undescribed,staminate,Sundaland flagellate,,,
333,Calamus densiflorus,Calamus densiflorus,Calamus densiflorus,Calamus densiflorus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. densiflorus,pistillate,Sundaland flagellate,http://www.gbif.org/species/5294088,http://www.theplantlist.org/tpl1.1/record/kew-29442,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665042-1
334,Calamus densiflorus,Calamus densiflorus,Calamus densiflorus,Calamus densiflorus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. densiflorus,pist/stam,Sundaland flagellate,http://www.gbif.org/species/5294088,http://www.theplantlist.org/tpl1.1/record/kew-29442,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665042-1
335,Calamus densiflorus,Calamus densiflorus,Calamus densiflorus,Calamus densiflorus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. densiflorus,sterile,Sundaland flagellate,http://www.gbif.org/species/5294088,http://www.theplantlist.org/tpl1.1/record/kew-29442,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665042-1
336,Calamus densiflorus,Calamus densiflorus,Calamus densiflorus,Calamus densiflorus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. densiflorus,staminate,Sundaland flagellate,http://www.gbif.org/species/5294088,http://www.theplantlist.org/tpl1.1/record/kew-29442,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665042-1
337,Calamus depauperatus,Calamus depauperatus,Calamus depauperatus,Calamus depauperatus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. arfakianus,sterile,Sahul flagellate,http://www.gbif.org/species/5294150,http://www.theplantlist.org/tpl1.1/record/kew-29443,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665043-1
338,Calamus depauperatus,Calamus depauperatus,Calamus depauperatus,Calamus depauperatus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. prattianus,staminate,Sahul flagellate,http://www.gbif.org/species/5294150,http://www.theplantlist.org/tpl1.1/record/kew-29443,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665043-1
339,Calamus depauperatus,Calamus depauperatus,Calamus depauperatus,Calamus depauperatus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. arfakianus,pistillate,Sahul flagellate,http://www.gbif.org/species/5294150,http://www.theplantlist.org/tpl1.1/record/kew-29443,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665043-1
340,Calamus depauperatus,Calamus depauperatus,Calamus depauperatus,Calamus depauperatus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. arfakianus,pist/stam,Sahul flagellate,http://www.gbif.org/species/5294150,http://www.theplantlist.org/tpl1.1/record/kew-29443,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665043-1
341,Calamus depauperatus,Calamus depauperatus,Calamus depauperatus,Calamus depauperatus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. arfakianus,staminate,Sahul flagellate,http://www.gbif.org/species/5294150,http://www.theplantlist.org/tpl1.1/record/kew-29443,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665043-1
342,Calamus dianbaiensis,Calamus dianbaiensis,Calamus dianbaiensis,Calamus dianbaiensis,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. dianbaiensis,pistillate,C. longisetus,http://www.gbif.org/species/5294449,http://www.theplantlist.org/tpl1.1/record/kew-29445,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:930393-1
343,Calamus dianbaiensis,Calamus dianbaiensis,Calamus dianbaiensis,Calamus dianbaiensis,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. dianbaiensis,pist/stam,C. longisetus,http://www.gbif.org/species/5294449,http://www.theplantlist.org/tpl1.1/record/kew-29445,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:930393-1
344,Calamus dianbaiensis,Calamus dianbaiensis,Calamus dianbaiensis,Calamus dianbaiensis,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. dianbaiensis,staminate,C. longisetus,http://www.gbif.org/species/5294449,http://www.theplantlist.org/tpl1.1/record/kew-29445,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:930393-1
345,Calamus didymocarpus,Calamus didymocarpus,Calamus didymocarpus,Calamus didymocarpus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. pachystachys,pistillate,Wallacea cirrate,http://www.gbif.org/species/5294152,http://www.theplantlist.org/tpl1.1/record/kew-29446,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665045-1
346,Calamus didymocarpus,Calamus didymocarpus,Calamus didymocarpus,Calamus didymocarpus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. didymocarpus,staminate,Wallacea cirrate,http://www.gbif.org/species/5294152,http://www.theplantlist.org/tpl1.1/record/kew-29446,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665045-1
347,Calamus didymocarpus,Calamus didymocarpus,Calamus didymocarpus,Calamus didymocarpus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. didymocarpus,pistillate,Wallacea cirrate,http://www.gbif.org/species/5294152,http://www.theplantlist.org/tpl1.1/record/kew-29446,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665045-1
348,Calamus didymocarpus,Calamus didymocarpus,Calamus didymocarpus,Calamus didymocarpus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. didymocarpus,sterile,Wallacea cirrate,http://www.gbif.org/species/5294152,http://www.theplantlist.org/tpl1.1/record/kew-29446,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665045-1
349,Calamus didymocarpus,Calamus didymocarpus,Calamus didymocarpus,Calamus didymocarpus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. didymocarpus,pist/stam,Wallacea cirrate,http://www.gbif.org/species/5294152,http://www.theplantlist.org/tpl1.1/record/kew-29446,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665045-1
350,Calamus diepenhorstii,Calamus diepenhorstii,Calamus diepenhorstii,Calamus diepenhorstii,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. diepenhorstii,pistillate,Sundaland flagellate,http://www.gbif.org/species/5294307,http://www.theplantlist.org/tpl1.1/record/kew-29448,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665047-1
351,Calamus diepenhorstii,Calamus diepenhorstii,Calamus diepenhorstii,Calamus diepenhorstii,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. diepenhorstii,sterile,Sundaland flagellate,http://www.gbif.org/species/5294307,http://www.theplantlist.org/tpl1.1/record/kew-29448,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665047-1
352,Calamus diepenhorstii,Calamus diepenhorstii,Calamus diepenhorstii,Calamus diepenhorstii,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. diepenhorstii,staminate,Sundaland flagellate,http://www.gbif.org/species/5294307,http://www.theplantlist.org/tpl1.1/record/kew-29448,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665047-1
353,Calamus diepenhorstii,Calamus diepenhorstii,Calamus diepenhorstii,Calamus diepenhorstii,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. diepenhorstii,pist/stam,Sundaland flagellate,http://www.gbif.org/species/5294307,http://www.theplantlist.org/tpl1.1/record/kew-29448,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665047-1
354,Calamus digitatus,Calamus digitatus,Calamus digitatus,Calamus digitatus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. digitatus,staminate,Afro-India flagellate,http://www.gbif.org/species/5294039,http://www.theplantlist.org/tpl1.1/record/kew-29455,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665049-1
355,Calamus digitatus,Calamus digitatus,Calamus digitatus,Calamus digitatus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. digitatus,pistillate,Afro-India flagellate,http://www.gbif.org/species/5294039,http://www.theplantlist.org/tpl1.1/record/kew-29455,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665049-1
356,Calamus digitatus,Calamus digitatus,Calamus digitatus,Calamus digitatus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. digitatus,pist/stam,Afro-India flagellate,http://www.gbif.org/species/5294039,http://www.theplantlist.org/tpl1.1/record/kew-29455,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665049-1
357,Calamus dilaceratus,Calamus dilaceratus,Calamus dilaceratus,Calamus dilaceratus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. dilaceratus,pistillate,C. erinaceus,http://www.gbif.org/species/5294439,http://www.theplantlist.org/tpl1.1/record/kew-29456,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665050-1
358,Calamus dilaceratus,Calamus dilaceratus,Calamus dilaceratus,Calamus dilaceratus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. dilaceratus,staminate,C. erinaceus,http://www.gbif.org/species/5294439,http://www.theplantlist.org/tpl1.1/record/kew-29456,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665050-1
359,Calamus dioicus,Calamus dioicus,Calamus dioicus,Calamus dioicus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. dioicus,pistillate,Indo-Burma flagellate,http://www.gbif.org/species/5294443,http://www.theplantlist.org/tpl1.1/record/kew-29463,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665052-1
360,Calamus dioicus,Calamus dioicus,Calamus dioicus,Calamus dioicus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. dioicus,sterile,Indo-Burma flagellate,http://www.gbif.org/species/5294443,http://www.theplantlist.org/tpl1.1/record/kew-29463,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665052-1
361,Calamus dioicus,Calamus dioicus,Calamus dioicus,Calamus dioicus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. dioicus,staminate,Indo-Burma flagellate,http://www.gbif.org/species/5294443,http://www.theplantlist.org/tpl1.1/record/kew-29463,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665052-1
362,Calamus discolor,Calamus discolor,Calamus discolor,Calamus discolor,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. discolor,pistillate,C. aidae,http://www.gbif.org/species/5294094,http://www.theplantlist.org/tpl1.1/record/kew-29464,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665053-1
363,Calamus discolor,Calamus discolor,Calamus discolor,Calamus discolor,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. discolor,sterile,C. aidae,http://www.gbif.org/species/5294094,http://www.theplantlist.org/tpl1.1/record/kew-29464,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665053-1
364,Calamus discolor,Calamus discolor,Calamus discolor,Calamus discolor,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. discolor,pist/stam,C. aidae,http://www.gbif.org/species/5294094,http://www.theplantlist.org/tpl1.1/record/kew-29464,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665053-1
365,Calamus discolor,Calamus discolor,Calamus discolor,Calamus discolor,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. discolor,staminate,C. aidae,http://www.gbif.org/species/5294094,http://www.theplantlist.org/tpl1.1/record/kew-29464,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665053-1
366,Calamus disjunctus,,,,"",,,,,,Calamus,Ce. concolor,sterile,Ceratolobus,,,
367,Calamus disjunctus,,,,"",,,,,,Calamus,Ce. concolor,pistillate,Ceratolobus,,,
368,Calamus disjunctus,,,,"",,,,,,Calamus,Ce. concolor,staminate,Ceratolobus,,,
369,Calamus disjunctus,,,,"",,,,,,Calamus,Ce. concolor,?,Ceratolobus,,,
370,Calamus distentus,Calamus distentus,Calamus distentus,Calamus distentus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. distentus,pistillate,Sahul flagellate,http://www.gbif.org/species/5294425,http://www.theplantlist.org/tpl1.1/record/kew-29468,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665055-1
371,Calamus distentus,Calamus distentus,Calamus distentus,Calamus distentus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. distentus,staminate,Sahul flagellate,http://www.gbif.org/species/5294425,http://www.theplantlist.org/tpl1.1/record/kew-29468,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665055-1
372,Calamus divaricatus,Calamus divaricatus,Calamus divaricatus,Calamus divaricatus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. divaricatus,staminate,Sundaland flagellate,http://www.gbif.org/species/5294511,http://www.theplantlist.org/tpl1.1/record/kew-29472,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665058-1
373,Calamus divaricatus,Calamus divaricatus,Calamus divaricatus,Calamus divaricatus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. divaricatus,pistillate,Sundaland flagellate,http://www.gbif.org/species/5294511,http://www.theplantlist.org/tpl1.1/record/kew-29472,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665058-1
374,Calamus divaricatus,Calamus divaricatus,Calamus divaricatus,Calamus divaricatus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. divaricatus,sterile,Sundaland flagellate,http://www.gbif.org/species/5294511,http://www.theplantlist.org/tpl1.1/record/kew-29472,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665058-1
375,Calamus divaricatus,Calamus divaricatus,Calamus divaricatus,Calamus divaricatus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. divaricatus,pist/stam,Sundaland flagellate,http://www.gbif.org/species/5294511,http://www.theplantlist.org/tpl1.1/record/kew-29472,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665058-1
376,Calamus divergens,,,,"",,,,,,Calamus,undescribed,staminate,Wallacea cirrate,,,
377,Calamus divergens,,,,"",,,,,,Calamus,undescribed,pistillate,Wallacea cirrate,,,
378,Calamus dongnaiensis,Calamus dongnaiensis,Calamus dongnaiensis,Calamus dongnaiensis,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. dongnaiensis,staminate,C. longisetus,http://www.gbif.org/species/5294032,http://www.theplantlist.org/tpl1.1/record/kew-29476,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665059-1
379,Calamus dongnaiensis,Calamus dongnaiensis,Calamus dongnaiensis,Calamus dongnaiensis,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. dongnaiensis,pistillate,C. longisetus,http://www.gbif.org/species/5294032,http://www.theplantlist.org/tpl1.1/record/kew-29476,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:665059-1
